CustomerID,RegistrationDate,Age,Gender,IncomeLevel,Country,City,TotalPurchases,AverageOrderValue,CustomerLifetimeValue,FavoriteCategory,SecondFavoriteCategory,EmailEngagementRate,SocialMediaEngagementRate,MobileAppUsage,CustomerServiceInteractions,AverageSatisfactionScore,EmailConversionRate,SocialMediaConversionRate,SearchEngineConversionRate,RepeatCustomer,PremiumMember,HasReturnedItems
CUST00024,2023-08-10,64.0,Female,Medium,USA,Paris,6.0,7.344361391030193,85.68436662424241,Sports,Electronics,0.24895092851374614,0.3198457279026163,High,1.0,9.317836277007762,0.13003390847804047,0.043317418154207046,0.3075520287212492,,No,Yes
CUST00025,2020-09-02,30.0,,Low,Germany,New York,17.0,49.29627103282404,897.7353559544823,Toys,Home Goods,,0.6061647704730402,Medium,2.0,6.059680456508866,0.1178276065255543,,0.18038944397646564,Yes,No,No
CUST00026,2022-12-12,53.0,nan,Very High,Other,Paris,0.0,9.314660668260831,18.068272806210146,Books,Clothing,0.20781051621598212,0.332720212813654,High,2.0,9.321613405276194,0.22846996643065276,0.3419771543928504,0.1092468334659268,No,No,No
CUST00027,2018-07-09,25.0,Prefer not to say,High,Japan,Sydney,8.0,45.65302495713105,443.75970405755004,Beauty,Clothing,0.12634775578170526,0.21604846759715396,nan,0.0,7.230093040625165,0.10444950518299109,0.385474439017933,0.05717538002674589,,No,No
CUST00028,2019-07-17,21.0,Male,Medium,USA,Berlin,9.0,160.43802063412775,1565.8872482213833,Books,Sports,0.4108460409124318,0.14160720342091895,Low,,5.3280986306178395,0.05833758941586368,0.20268109062595613,0.23865589200186282,Yes,Yes,Yes
CUST00029,2023-03-15,84.0,Prefer not to say,High,Canada,Los Angeles,7.0,33.55959929125069,474.4895864171756,Home Goods,Clothing,0.17316088427077445,0.47695985071007446,Never,0.0,6.867366793817527,0.1097276529606848,0.20501368925807242,0.40842322476859483,Yes,No,No
CUST00030,2021-06-21,43.0,nan,High,Australia,Paris,6.0,5.478934544521163,18.86585135873688,Food,Sports,0.18656237420921085,0.27014047339628333,Low,4.0,5.243555549387806,0.35148918526393463,0.4503580818918065,0.13346009581551158,Yes,No,No
CUST00031,2022-03-09,43.0,Male,Medium,Australia,Los Angeles,2.0,227.6314507584983,464.8006238852506,Electronics,Sports,0.23472723546969979,0.08777713698813434,High,1.0,6.059780510414245,0.12006109624820073,0.060942839316708186,0.18028404199821338,Yes,No,No
CUST00032,2019-10-09,43.0,Other,nan,UK,London,1.0,156.78122706855595,102.70638087189448,Books,Toys,0.11901502954140347,0.4067554931619976,,1.0,7.756440176101581,0.16082913491876588,0.40862171480208637,,No,No,No
CUST00033,2023-08-31,56.0,nan,High,Other,Berlin,2.0,24.048731133159787,157.7099241276137,Books,Books,0.13639645512537216,0.2964397943563228,nan,4.0,5.30672324280549,0.20193783019809375,0.22829993066449217,,Yes,No,No
CUST00034,2021-07-21,41.0,Prefer not to say,nan,Germany,Los Angeles,1.0,34.60827510538666,33.83200182035513,Food,Food,0.17183978625343319,0.0807245870245286,Low,0.0,6.426245570302381,0.3746389143429357,0.04598399534699695,0.17913558000631227,No,No,
CUST00035,2019-08-24,47.0,Prefer not to say,Very High,Germany,New York,,106.59762108510994,1178.3724876725016,Clothing,Toys,0.374390984304134,0.03774817934807902,nan,4.0,5.961025448845913,0.16950926291013865,0.23311147629011084,0.25306558039759264,Yes,No,Yes
CUST00036,2023-08-24,19.0,nan,High,Other,Other,0.0,50.91027368105874,137.64728421104718,Electronics,Clothing,0.24407247936769488,0.4337598338253947,nan,4.0,6.193836817439457,0.10900128086654967,0.2257242749600801,0.10516248727428616,No,No,No
CUST00037,,49.0,Female,Low,UK,Berlin,2.0,153.5773221746507,319.3807737859422,,Beauty,0.5236841749506406,0.034505689670813085,High,1.0,7.578841126008877,0.2939553316361181,0.11760815044383649,0.2849909700963768,Yes,No,
CUST00038,2023-08-04,31.0,Other,Very High,UK,London,4.0,22.614107448714314,-116.65154750363064,Clothing,Books,0.5032239878831021,0.19020628998272177,High,2.0,9.221626476926385,0.4134475523292082,0.10110218247305093,0.35288223806650576,Yes,No,No
CUST00039,2021-09-25,45.0,nan,Very High,France,New York,1.0,126.39070126600595,128.9107806597292,Beauty,Home Goods,0.12705103170077164,0.19083199345632262,nan,2.0,7.66538038130274,0.04506253995417686,0.1501179680579421,0.048831036652533376,No,No,No
CUST00040,2023-11-10,9.0,nan,nan,Japan,Berlin,4.0,22.237064551635772,163.124739201613,Electronics,nan,0.3636229270561669,0.21482395812621133,nan,3.0,6.175587091841464,0.1504641328452484,0.44729360380425015,0.10477214743928755,Yes,No,No
CUST00041,2021-10-22,44.0,Prefer not to say,Medium,Other,Paris,7.0,168.26183026947862,1318.405309175349,nan,Sports,0.4723251326195756,0.44453284435825097,Low,2.0,7.706310041223496,0.15310821185595022,0.05389548009305568,0.14337096031058638,Yes,No,No
CUST00042,2022-01-18,1.0,Male,Low,Australia,Sydney,1.0,86.75739373244105,172.73063264325702,Sports,Food,0.10129096794322304,0.13863459933879818,Never,4.0,5.790188723547951,0.11819586087029088,0.08154185485138774,0.308896448870506,No,No,No
CUST00043,2020-02-15,30.0,Male,Low,France,Tokyo,3.0,425.3199651188232,1370.10864561136,Books,,0.5275321908485621,0.36856847396919507,Medium,0.0,5.552385115039739,0.23053229105584497,0.3028696473861937,0.12953706047697286,Yes,No,Yes
CUST00044,2018-02-04,9.0,Male,nan,Canada,Berlin,5.0,21.725362858134798,272.176542193719,Sports,Electronics,0.397258836638065,0.5455429580921324,nan,0.0,6.234836647810309,0.04198966411493076,0.22140934751554905,0.16541044048914144,Yes,Yes,Yes
CUST00045,2023-05-10,,Prefer not to say,nan,Australia,New York,2.0,133.93442335292025,306.5321945889337,Electronics,Toys,0.41775777195856245,0.2327724448429781,High,2.0,8.023635116142328,0.06415017242111325,0.23092290846637253,0.2959184036900033,Yes,No,No
CUST00046,2022-05-05,36.0,Male,Very High,Germany,Los Angeles,8.0,9.669308452306954,122.38838331259568,Home Goods,Home Goods,0.11031802607677546,0.27496254554236377,High,1.0,8.76727460925689,0.11768467165075573,0.031785780210884795,0.0176698453767322,Yes,Yes,
CUST00047,2020-10-18,23.0,nan,nan,UK,Sydney,7.0,80.59445347972449,543.0916525419105,nan,nan,0.2750218773260883,0.30842548547771287,nan,1.0,10.0,,0.2751584960441273,0.24122977198655254,Yes,No,Yes
CUST00048,2021-02-03,56.0,Female,Medium,UK,Los Angeles,9.0,128.23742436739744,1203.9112186729033,Food,Books,0.1786900209919358,0.0743165119148557,High,1.0,8.629904534890894,0.13958682258285013,0.06778346820873801,0.2771207776093972,Yes,No,No
,2022-02-09,21.0,Female,Very High,Japan,Berlin,4.0,103.61608446883214,357.40731720151814,Books,Home Goods,0.24285939424628425,0.551019779946616,Medium,2.0,5.287696918405886,0.24099194642269295,0.05201853917009607,0.16974457763687223,Yes,No,No
CUST00050,2019-12-04,-10.0,Female,Very High,,Berlin,16.0,150.5843903835944,2369.7870795843733,Home Goods,Toys,0.35492447721350817,0.5941092097449674,nan,0.0,3.442467033784337,0.2920180923529624,0.09723497059072071,,Yes,No,Yes
CUST00051,2022-04-29,42.0,Male,Very High,Other,London,0.0,61.90899510524255,-51.800244704613995,Food,Books,0.4090482941323256,0.5996980283636936,Never,0.0,6.5444376504644675,0.09101481679786033,0.25385595588917825,0.03483094800865386,No,No,No
CUST00052,2018-06-11,8.0,Female,Low,Australia,Paris,14.0,25.358415473719596,307.5733028675076,nan,nan,0.040901461518417406,0.1724790954018011,Medium,1.0,7.416736518308363,0.3220968106895534,0.11515146782382768,0.33804153638847245,Yes,No,No
CUST00053,2018-07-21,22.0,Male,Low,USA,London,8.0,29.50075067393622,-30.285584850589913,,Beauty,0.10645056480153638,0.25005010060084937,nan,4.0,6.689387298578313,,0.25613349347069386,0.17288883233990296,Yes,Yes,No
CUST00054,2023-06-05,27.0,nan,,Japan,Tokyo,3.0,72.56537109253287,130.8610856873016,Electronics,Books,0.4670048499992172,0.09486498613063045,High,0.0,7.246477119145646,0.4300450293804771,0.10142664485110992,0.024492115271216152,Yes,No,No
,2020-09-22,13.0,nan,Medium,Japan,London,5.0,13.859060288207768,,Food,Books,0.4631171097732246,0.5122379644089436,Low,1.0,6.215589121360658,0.2392661774725325,0.2333312184817885,0.14800187091228678,Yes,No,Yes
CUST00056,2020-03-26,27.0,Prefer not to say,,France,Los Angeles,0.0,21.547938586965756,141.60350405100678,Books,Home Goods,0.2792666645369579,0.2554173432201815,nan,1.0,6.564621086000208,0.16072662586869876,0.15884594390362183,0.17867996879042702,No,No,No
CUST00057,2019-04-01,13.0,Prefer not to say,Very High,Australia,Other,8.0,198.41306406379633,1644.8195414046477,Toys,Beauty,0.17522659796401602,,Medium,3.0,,,0.11542086674614366,0.146132347056106,Yes,No,No
CUST00058,2021-06-29,37.0,Other,nan,Australia,Other,5.0,54.57820218883417,434.1787563855356,Electronics,Clothing,0.3854745862921517,0.09869385076156484,Low,2.0,7.641602281187485,0.21783897688935125,0.36267420471447526,0.22389334232089997,Yes,No,No
CUST00059,2020-10-13,16.0,nan,High,USA,Los Angeles,1.0,,-56.370233410124676,Sports,Books,0.1538487157972448,0.18140997797174865,Low,1.0,6.5014674390914955,0.11559613190415831,0.12420261251700476,0.2473646488725651,No,No,No
CUST00060,2018-12-04,35.0,Male,Low,UK,New York,4.0,62.28938829614936,175.0138434062641,Electronics,Books,0.15258657823479266,0.291622537721064,,2.0,3.774077024214078,,0.09295340965109472,0.017694145671771164,Yes,No,No
CUST00061,2020-05-28,52.0,Other,Low,Germany,Tokyo,2.0,27.51857528629203,5.76947706422051,Beauty,Home Goods,0.3664043892858109,0.30376814216545694,Never,1.0,7.181322697357498,0.22137989852896764,0.10090110678958174,0.1879784474260461,Yes,No,No
CUST00062,2020-12-12,46.0,nan,High,Germany,Tokyo,4.0,235.32416277207975,1004.5859975159112,Books,Food,0.29599829871081607,0.22626235110899326,Low,2.0,5.614031487555604,0.4059920790098879,0.4409909585906097,,Yes,No,No
CUST00063,,33.0,Male,nan,USA,London,4.0,26.127378187308544,,Electronics,Beauty,,0.26420605296213884,nan,4.0,6.348539950081231,0.14244337813181815,0.20839021383734982,0.09164306579948005,Yes,No,No
CUST00064,2020-02-03,,nan,Low,Japan,Other,9.0,114.05146975447465,1098.8279629318722,nan,Food,0.5366251835879773,0.2262747394629899,Medium,1.0,4.4098107967620725,0.21893187394180505,0.08242935210187456,0.34726081204003095,Yes,Yes,No
CUST00065,2019-01-15,37.0,nan,Low,France,,1.0,27.337271827897922,-47.62498088804726,,Food,0.6245396416972546,0.11006225555456524,,2.0,9.09458185997187,0.25470867157105875,0.10837049219416234,0.05376751359764975,No,No,
CUST00066,,24.0,Male,Very High,Canada,New York,11.0,4294.256403002562,543.2387297333761,,Electronics,0.23028089422115877,,Medium,1.0,7.486021411765531,0.014568416250411479,0.12786376726696866,0.40376923444358526,Yes,No,No
CUST00067,2021-03-26,38.0,nan,,Australia,Berlin,7.0,32.702503667959185,247.7746350344209,Clothing,nan,0.3268153416679871,0.0726013455320173,Medium,3.0,7.144332300884309,0.04375320952916941,0.18340984504066996,0.022257280830028866,Yes,No,No
CUST00068,2023-08-25,9.0,nan,nan,Germany,New York,10.0,17.281821196566998,178.06657058994566,Clothing,Beauty,0.4119956330052137,0.254392628950157,Low,2.0,,0.38251971459247647,,0.13069995932678422,Yes,No,Yes
CUST00069,2018-03-06,47.0,nan,Very High,Canada,Los Angeles,2.0,65.14889136239708,147.1345246924531,nan,Clothing,0.2819444566805682,0.2871159398983965,Never,0.0,7.009347404934027,0.36037211864470464,0.25597173438870247,0.0751557728936151,Yes,Yes,Yes
CUST00070,2021-09-29,35.0,Prefer not to say,Medium,Australia,London,4.0,31.572368377615696,,Home Goods,Electronics,0.4917248351670729,0.3661829168521926,High,1.0,5.798187442908377,0.4433180808808272,0.11241769912954057,0.16377949698128477,Yes,No,No
CUST00071,2021-02-26,68.0,Female,Low,France,Los Angeles,3.0,34.790121253784264,155.3564311633896,Books,Books,0.37642745999815896,0.34771352014631934,nan,3.0,8.466568049753413,0.09938018324494503,0.19973692799562354,0.1881474878006702,Yes,No,No
CUST00072,2023-07-21,54.0,nan,Medium,USA,Berlin,3.0,43.85164631024648,31.6348259239076,nan,nan,0.24422409377438137,0.3538830679551012,Never,0.0,5.410667052784682,0.10673018323920667,0.12364583834549157,0.16793779524294666,Yes,No,Yes
CUST00073,2022-02-04,43.0,Male,Low,Japan,Paris,,,169.3095600733521,Sports,Home Goods,0.3129192364482848,0.20948640799531665,,2.0,6.749454614703303,0.1348215483689608,0.24566120519467807,0.35068321858212137,Yes,No,No
CUST00074,2021-03-08,33.0,nan,Very High,France,Sydney,3.0,105.50067224563368,302.00386215987544,Electronics,nan,0.6191167061303562,0.14290358386400653,High,4.0,7.936608606776925,,0.48052006576602263,0.1513593506072767,Yes,No,No
,2022-03-03,24.0,Prefer not to say,Low,UK,Tokyo,1.0,273.3433851480457,250.34340692131238,Home Goods,Books,0.5729352175868958,0.23863763549332873,nan,4.0,2.8918411119112983,0.1524435236747399,0.1735332075359871,0.19045622501011525,No,No,No
CUST00076,2019-01-27,49.0,Prefer not to say,Medium,Other,London,14.0,101.7697394647956,1512.9614634893483,Sports,Clothing,0.3125734199139665,0.15560350746068188,nan,3.0,8.211436798088739,0.2748270057031968,0.18106504628541842,0.23706672147274171,Yes,No,No
CUST00077,2022-08-26,31.0,nan,Very High,France,Los Angeles,8.0,64.22507510716403,421.7623770276706,Beauty,Beauty,0.3984909709519388,0.22648512326137807,High,3.0,9.432561926619147,0.1237569168111273,0.07339591835150434,0.38389060027224714,Yes,No,No
CUST00078,2019-02-23,52.0,Other,Medium,USA,Other,2.0,15.895431533183027,13.169801193611715,Beauty,Beauty,0.2595957766623852,0.11106797954538676,Low,2.0,7.525814935233432,0.3181630924722946,0.14305210989366604,0.2538590052918541,Yes,No,Yes
CUST00079,2019-01-14,41.0,Female,Medium,USA,,6.0,22.91022861982313,-39.128380537360385,Food,nan,0.44221506927232845,,Never,0.0,8.263796715894964,0.15917698629421156,0.07886301733281256,0.18506400708705642,Yes,No,No
CUST00080,2022-12-02,,,High,Other,Berlin,4.0,,136.94052457911062,Beauty,Books,0.2537641315745546,0.3006225871040069,Low,1.0,10.0,,0.05007715384681679,0.2218592576279636,Yes,No,No
CUST00081,2023-09-20,43.0,Male,Low,France,Paris,1.0,7.166594257140301,-130.97500951489417,Books,Electronics,0.07075379662846455,0.36663467343527745,nan,2.0,,0.4259052803696442,0.1538673746237115,0.3708400012649883,No,,No
CUST00082,2023-12-23,21.0,Male,Low,Australia,Los Angeles,,222.00619491066968,371.5900927629747,Books,nan,,0.016862543870465558,Never,0.0,6.430140363420777,0.27393204631616974,,0.05042678733126994,Yes,No,No
CUST00083,2018-07-20,19.0,Male,Medium,USA,Los Angeles,5.0,36.27930272109005,118.53285921211393,Home Goods,Food,0.4368924742191821,0.3986726629103546,nan,3.0,8.348610271025986,0.20940360867945135,0.11732167600087094,0.13990294421946659,Yes,No,No
CUST00084,,,Prefer not to say,,UK,Berlin,7.0,173.82387586288837,1113.0321962965081,Clothing,nan,0.26203709123107777,0.2780692762314411,Medium,1.0,8.44780734137788,0.1756221665621856,0.20187459587777792,0.33019695661277854,Yes,Yes,No
CUST00085,2020-02-19,50.0,Female,nan,Canada,Berlin,2.0,52.73277795825722,73.1179626374985,Electronics,Food,0.2965816397577849,0.25869142339056134,High,2.0,7.651335244611926,0.25028144214041215,0.25787541515353407,,Yes,No,Yes
CUST00086,2019-05-18,20.0,nan,Low,France,Paris,2.0,23.40729368690938,151.3772563098758,Sports,Home Goods,0.5938830003203862,0.3859914800243191,Low,1.0,6.694818774163934,0.24641780739141272,0.07138970846012511,0.22560741810687754,Yes,No,Yes
CUST00087,2022-10-18,22.0,,Very High,USA,Paris,0.0,19.368706384798774,-27.873166698152037,Home Goods,,0.1052155826271248,0.32338496539254175,Low,,8.92058051998934,0.21670934199126843,0.31539952084791323,0.07191688730271244,No,Yes,No
CUST00088,2020-03-15,43.0,Other,Low,,Tokyo,0.0,87.39522530377553,-132.9127936246252,Sports,Toys,0.11304664958936857,0.199235671782168,Low,4.0,2.799322917317843,0.14873783382865213,0.2688235297759954,0.019798364641035408,No,No,
CUST00089,2023-11-17,31.0,nan,nan,Japan,Tokyo,,217.8900655911277,1071.773774712845,nan,Toys,0.4958226235204975,0.424840502312713,Low,4.0,5.957157212225036,0.30387197508804814,0.1878001737630081,0.041968864963370246,Yes,No,No
CUST00090,2023-03-11,29.0,Female,Medium,Australia,Los Angeles,3.0,2185.233516130114,6507.967929127236,nan,Toys,0.14733759368591517,0.14559732997931493,Never,,3.934340648433112,0.20332107048762701,0.2143358367238072,0.12165131504341743,Yes,No,No
CUST00091,2022-04-20,28.0,nan,Low,Australia,Berlin,11.0,33.30739757676863,202.27111192547238,,Clothing,0.09258361568384157,0.0258085909339548,,5.0,8.053157858682011,0.21388028294946929,0.045428786776766185,0.258564973045009,Yes,No,No
CUST00092,2020-08-18,0.0,,Very High,Other,New York,0.0,163.00332720926835,208.53591730217929,Electronics,nan,0.46189831211471377,0.3742840832481485,Medium,1.0,3.7734045412621176,0.049815146444740006,0.2184439191331242,0.32609356514459176,No,,Yes
CUST00093,2022-01-25,20.0,nan,nan,Australia,Berlin,6.0,43.91167051462787,,Books,Food,0.20419195897895445,,High,4.0,5.700220374670827,0.29876349084177123,0.06487251326719344,0.2193108298891519,Yes,No,No
CUST00094,2020-10-25,52.0,Male,High,Canada,London,12.0,7275.2355578696925,836.2941388742063,Sports,nan,0.06294872878130654,0.05574349948233097,Low,2.0,6.461511823722764,,0.07793451839347416,0.13541831115279082,Yes,No,No
CUST00095,2019-05-18,26.0,Male,Medium,UK,London,0.0,70.35891728911653,45.490745382092946,Sports,Electronics,0.6865072032625631,0.25797604758341597,Low,,5.870316124658423,0.3176396156588174,0.066948682879281,0.18898726202849958,No,No,No
CUST00096,2019-02-02,6.0,Male,Medium,France,Berlin,8.0,27.43676656909475,288.9025822858167,Beauty,Home Goods,0.7096759136874695,0.23126708183794717,Low,3.0,,0.20952463894370496,0.33234104421454486,0.40659926082374187,Yes,No,No
CUST00097,2020-05-20,19.0,Male,Medium,USA,Paris,9.0,59.17559271872269,651.6391011158172,nan,Toys,0.05646010016866262,0.3610304764278657,Medium,1.0,5.170636937821378,0.028026907030635744,0.19365174447245087,0.1885529887247931,Yes,Yes,No
CUST00098,2019-01-28,,Prefer not to say,nan,Canada,London,6.0,153.7258048276011,807.7750920303583,Toys,Toys,0.34910980484631754,0.13562266638614423,High,1.0,3.873119840540211,0.17076019598243813,0.2965383028106702,0.2267252109675517,Yes,No,Yes
,2018-07-26,40.0,Prefer not to say,Low,UK,Other,4.0,74.69356061807179,258.77718472511856,Books,Food,0.2612602544569136,0.21603532755013152,Medium,1.0,8.96212051060386,0.17388058972578882,0.11508193184188438,0.15509005111062998,Yes,No,
CUST00100,2020-11-04,30.0,Prefer not to say,Low,Germany,Sydney,6.0,20.68856032100382,45.84755168887372,,Electronics,0.3792358725471326,0.2248298706770749,High,2.0,6.923981943826589,0.2776302866298778,0.2552448929371886,0.08938092642990042,Yes,No,No
CUST00101,,24.0,nan,Low,USA,Tokyo,6.0,39.84635890881346,311.5487959560303,Clothing,Home Goods,0.2722194399508499,0.14593299466498186,Never,2.0,8.489824506845236,0.051493463804619104,0.24083447627503426,0.08737191451685233,Yes,No,Yes
CUST00102,2022-01-24,13.0,Male,Low,,Los Angeles,2.0,,669.6605401680495,Sports,Sports,0.15787700965409618,0.25288011577608416,nan,1.0,8.42518527223623,0.17867749720063447,0.2231181027557407,0.18997933953339027,Yes,No,No
CUST00103,2020-05-13,40.0,Other,Medium,Australia,Los Angeles,9.0,16.966530569380595,122.53957014066793,Beauty,Electronics,0.5177304590861218,0.38917177502452965,,1.0,6.769023349957921,0.20239169674422833,0.08439013093938356,0.41203981673451406,Yes,No,
CUST00104,2019-07-18,47.0,Other,,UK,Other,11.0,32.365325095295304,428.6137822469256,Toys,Food,0.3305625669192204,0.0491248631611524,Low,2.0,8.869261220841143,0.256932411129151,0.21026906258784225,0.22647283008470348,Yes,No,Yes
CUST00105,2020-10-17,54.0,Male,Medium,Japan,Sydney,6.0,62.76785463383685,533.3699791260547,Electronics,Beauty,0.6615079986634934,0.20028001061578649,Low,2.0,6.820892307409579,0.1760259962700768,0.37801928487337905,0.1736940166431055,Yes,No,No
CUST00106,2018-04-06,18.0,Female,High,Japan,Sydney,7.0,71.7706465517468,585.1887900909855,Books,Home Goods,0.19537873220527766,0.2869602615380517,Medium,1.0,8.97645008037208,0.07733219946516932,0.2579472005101713,0.3615544922978981,Yes,,No
CUST00107,2023-04-08,55.0,nan,High,Canada,Other,7.0,138.97652444576536,,Home Goods,nan,0.16584239131944378,0.4892318273899022,nan,0.0,6.01917345627455,0.1740777526721006,0.4915924134954945,0.48075098695415747,Yes,No,No
CUST00108,2022-10-24,34.0,Other,Low,Japan,Los Angeles,3.0,17.450308176449468,141.27351293383197,nan,Sports,,0.17115771868161694,nan,0.0,7.966320199635341,0.2198492444791954,0.077053930768338,0.261089596697649,Yes,No,Yes
,2022-08-06,35.0,Prefer not to say,Very High,Australia,,13.0,34.79701926813884,617.2426442574153,Toys,Clothing,0.18317135729889308,0.13790783891576452,Low,3.0,8.277513785184755,0.06816574895757531,0.08355085063299526,0.3703038890143355,Yes,Yes,No
CUST00110,2019-06-25,48.0,Female,nan,France,Tokyo,2.0,,160.92596928322385,Electronics,Sports,0.1738216452347073,0.5296911731283732,,0.0,10.0,0.028445076939936077,0.11074968151705603,0.4339820145882632,Yes,No,Yes
