customer_id,age,tenure,balance,debt_to_income_ratio,total_products_owned,nps,has_mobile_app,has_web_account,churn_risk_score,risk_level,churn_label
3841,55,47,78.34,1.5767411199007288,3,8,1.0,1.0,1.0,High,Churn
3841,55,47,78.34,1.5767411199007288,3,8,1.0,1.0,1.0,High,Churn
3841,55,47,78.34,1.5767411199007288,3,8,1.0,1.0,1.0,High,Churn
3697,40,32,77.66,8.141490919742237,1,5,1.0,1.0,1.0,High,Churn
3697,40,32,77.66,8.141490919742237,1,5,1.0,1.0,1.0,High,Churn
3697,40,32,77.66,8.141490919742237,1,5,1.0,1.0,1.0,High,Churn
3697,40,32,77.66,8.141490919742237,1,5,1.0,1.0,1.0,High,Churn
3697,40,32,77.66,8.141490919742237,1,5,1.0,1.0,1.0,High,Churn
75,29,23,-1215.08,40.50572316107575,3,0,1.0,1.0,1.0,High,Churn
75,29,23,-1215.08,40.50572316107575,3,0,1.0,1.0,1.0,High,Churn
2680,50,36,627.54,4.840652546414881,3,8,1.0,1.0,1.0,High,Churn
2680,50,36,627.54,4.840652546414881,3,8,1.0,1.0,1.0,High,Churn
2680,50,36,627.54,4.840652546414881,3,8,1.0,1.0,1.0,High,Churn
2680,50,36,627.54,4.840652546414881,3,8,1.0,1.0,1.0,High,Churn
2680,50,36,627.54,4.840652546414881,3,8,1.0,1.0,1.0,High,Churn
2680,50,36,627.54,4.840652546414881,3,8,1.0,1.0,1.0,High,Churn
2680,50,36,627.54,4.840652546414881,3,8,1.0,1.0,1.0,High,Churn
866,42,28,510.47,8.555790496390223,3,10,1.0,1.0,1.0,High,Churn
3648,49,41,507.56,9.02741583220011,2,4,1.0,1.0,1.0,High,Churn
3648,49,41,507.56,9.02741583220011,2,4,1.0,1.0,1.0,High,Churn
3648,49,41,507.56,9.02741583220011,2,4,1.0,1.0,1.0,High,Churn
2039,45,29,83.48,7.461693319078274,4,10,1.0,1.0,1.0,High,Churn
2039,45,29,83.48,7.461693319078274,4,10,1.0,1.0,1.0,High,Churn
2039,45,29,83.48,7.461693319078274,4,10,1.0,1.0,1.0,High,Churn
1748,34,26,11400.84,1.6733082937517918,2,9,1.0,1.0,1.0,High,Churn
1748,34,26,11400.84,1.6733082937517918,2,9,1.0,1.0,1.0,High,Churn
1748,34,26,11400.84,1.6733082937517918,2,9,1.0,1.0,1.0,High,Churn
1748,34,26,11400.84,1.6733082937517918,2,9,1.0,1.0,1.0,High,Churn
2941,50,36,80.44,9.213597415167389,1,8,1.0,1.0,1.0,High,Churn
3337,40,30,10369.46,1.9865974248186882,4,10,1.0,1.0,1.0,High,Churn
1760,51,45,88.58,1.6013267056393743,4,9,1.0,1.0,1.0,High,Churn
1760,51,45,88.58,1.6013267056393743,4,9,1.0,1.0,1.0,High,Churn
1760,51,45,88.58,1.6013267056393743,4,9,1.0,1.0,1.0,High,Churn
1748,34,26,11400.84,1.6733082937517918,2,9,1.0,1.0,1.0,High,Churn
1748,34,26,11400.84,1.6733082937517918,2,9,1.0,1.0,1.0,High,Churn
1748,34,26,11400.84,1.6733082937517918,2,9,1.0,1.0,1.0,High,Churn
1748,34,26,11400.84,1.6733082937517918,2,9,1.0,1.0,1.0,High,Churn
1748,34,26,11400.84,1.6733082937517918,2,9,1.0,1.0,1.0,High,Churn
3648,49,41,507.56,9.02741583220011,2,4,1.0,1.0,1.0,High,Churn
3648,49,41,507.56,9.02741583220011,2,4,1.0,1.0,1.0,High,Churn
3648,49,41,507.56,9.02741583220011,2,4,1.0,1.0,1.0,High,Churn
3648,49,41,507.56,9.02741583220011,2,4,1.0,1.0,1.0,High,Churn
3648,49,41,507.56,9.02741583220011,2,4,1.0,1.0,1.0,High,Churn
3648,49,41,507.56,9.02741583220011,2,4,1.0,1.0,1.0,High,Churn
2452,33,29,654.25,7.034470500134625,3,10,1.0,1.0,1.0,High,Churn
2452,33,29,654.25,7.034470500134625,3,10,1.0,1.0,1.0,High,Churn
2247,32,17,653.94,6.507775219529202,2,0,1.0,1.0,1.0,High,Churn
2247,32,17,653.94,6.507775219529202,2,0,1.0,1.0,1.0,High,Churn
2247,32,17,653.94,6.507775219529202,2,0,1.0,1.0,1.0,High,Churn
872,42,36,647.31,3.9666703389069777,3,10,1.0,1.0,1.0,High,Churn
872,42,36,647.31,3.9666703389069777,3,10,1.0,1.0,1.0,High,Churn
1760,51,45,88.58,1.6013267056393743,4,9,1.0,1.0,1.0,High,Churn
1760,51,45,88.58,1.6013267056393743,4,9,1.0,1.0,1.0,High,Churn
1760,51,45,88.58,1.6013267056393743,4,9,1.0,1.0,1.0,High,Churn
1760,51,45,88.58,1.6013267056393743,4,9,1.0,1.0,1.0,High,Churn
1760,51,45,88.58,1.6013267056393743,4,9,1.0,1.0,1.0,High,Churn
1760,51,45,88.58,1.6013267056393743,4,9,1.0,1.0,1.0,High,Churn
1760,51,45,88.58,1.6013267056393743,4,9,1.0,1.0,1.0,High,Churn
1760,51,45,88.58,1.6013267056393743,4,9,1.0,1.0,1.0,High,Churn
3337,40,30,10369.46,1.9865974248186882,4,10,1.0,1.0,1.0,High,Churn
3337,40,30,10369.46,1.9865974248186882,4,10,1.0,1.0,1.0,High,Churn
3337,40,30,10369.46,1.9865974248186882,4,10,1.0,1.0,1.0,High,Churn
3337,40,30,10369.46,1.9865974248186882,4,10,1.0,1.0,1.0,High,Churn
3337,40,30,10369.46,1.9865974248186882,4,10,1.0,1.0,1.0,High,Churn
3337,40,30,10369.46,1.9865974248186882,4,10,1.0,1.0,1.0,High,Churn
3337,40,30,10369.46,1.9865974248186882,4,10,1.0,1.0,1.0,High,Churn
3337,40,30,10369.46,1.9865974248186882,4,10,1.0,1.0,1.0,High,Churn
1256,40,33,10235.91,1.6231176310198032,3,7,1.0,1.0,1.0,High,Churn
1256,40,33,10235.91,1.6231176310198032,3,7,1.0,1.0,1.0,High,Churn
1256,40,33,10235.91,1.6231176310198032,3,7,1.0,1.0,1.0,High,Churn
2835,33,26,9743.85,2.079462515148177,4,10,1.0,1.0,1.0,High,Churn
2835,33,26,9743.85,2.079462515148177,4,10,1.0,1.0,1.0,High,Churn
2835,33,26,9743.85,2.079462515148177,4,10,1.0,1.0,1.0,High,Churn
2835,33,26,9743.85,2.079462515148177,4,10,1.0,1.0,1.0,High,Churn
1760,51,45,88.58,1.6013267056393743,4,9,1.0,1.0,1.0,High,Churn
1760,51,45,88.58,1.6013267056393743,4,9,1.0,1.0,1.0,High,Churn
2276,54,36,54.59,1.5804145448758753,2,10,1.0,1.0,1.0,High,Churn
2276,54,36,54.59,1.5804145448758753,2,10,1.0,1.0,1.0,High,Churn
2276,54,36,54.59,1.5804145448758753,2,10,1.0,1.0,1.0,High,Churn
2276,54,36,54.59,1.5804145448758753,2,10,1.0,1.0,1.0,High,Churn
1760,51,45,88.58,1.6013267056393743,4,9,1.0,1.0,1.0,High,Churn
512,34,27,-654.4,11.20202493672073,3,0,1.0,1.0,1.0,High,Churn
2835,33,26,9743.85,2.079462515148177,4,10,1.0,1.0,1.0,High,Churn
2835,33,26,9743.85,2.079462515148177,4,10,1.0,1.0,1.0,High,Churn
2835,33,26,9743.85,2.079462515148177,4,10,1.0,1.0,1.0,High,Churn
2835,33,26,9743.85,2.079462515148177,4,10,1.0,1.0,1.0,High,Churn
2835,33,26,9743.85,2.079462515148177,4,10,1.0,1.0,1.0,High,Churn
2835,33,26,9743.85,2.079462515148177,4,10,1.0,1.0,1.0,High,Churn
2835,33,26,9743.85,2.079462515148177,4,10,1.0,1.0,1.0,High,Churn
2835,33,26,9743.85,2.079462515148177,4,10,1.0,1.0,1.0,High,Churn
2835,33,26,9743.85,2.079462515148177,4,10,1.0,1.0,1.0,High,Churn
872,42,36,647.31,3.9666703389069777,3,10,1.0,1.0,1.0,High,Churn
872,42,36,647.31,3.9666703389069777,3,10,1.0,1.0,1.0,High,Churn
872,42,36,647.31,3.9666703389069777,3,10,1.0,1.0,1.0,High,Churn
872,42,36,647.31,3.9666703389069777,3,10,1.0,1.0,1.0,High,Churn
3616,40,35,678.62,13.031054615764566,2,10,1.0,1.0,1.0,High,Churn
3616,40,35,678.62,13.031054615764566,2,10,1.0,1.0,1.0,High,Churn
3616,40,35,678.62,13.031054615764566,2,10,1.0,1.0,1.0,High,Churn
1901,30,21,675.69,5.269858065067761,2,8,1.0,1.0,1.0,High,Churn
1901,30,21,675.69,5.269858065067761,2,8,1.0,1.0,1.0,High,Churn
1901,30,21,675.69,5.269858065067761,2,8,1.0,1.0,1.0,High,Churn
1540,31,20,655.34,3.3658538010443055,2,7,1.0,1.0,1.0,High,Churn
1540,31,20,655.34,3.3658538010443055,2,7,1.0,1.0,1.0,High,Churn
1540,31,20,655.34,3.3658538010443055,2,7,1.0,1.0,1.0,High,Churn
1540,31,20,655.34,3.3658538010443055,2,7,1.0,1.0,1.0,High,Churn
1540,31,20,655.34,3.3658538010443055,2,7,1.0,1.0,1.0,High,Churn
1540,31,20,655.34,3.3658538010443055,2,7,1.0,1.0,1.0,High,Churn
3428,41,36,9370.03,0.4560860532660461,4,10,1.0,1.0,1.0,High,Churn
3428,41,36,9370.03,0.4560860532660461,4,10,1.0,1.0,1.0,High,Churn
2835,33,26,9743.85,2.079462515148177,4,10,1.0,1.0,1.0,High,Churn
2835,33,26,9743.85,2.079462515148177,4,10,1.0,1.0,1.0,High,Churn
3428,41,36,9370.03,0.4560860532660461,4,10,1.0,1.0,1.0,High,Churn
3428,41,36,9370.03,0.4560860532660461,4,10,1.0,1.0,1.0,High,Churn
3428,41,36,9370.03,0.4560860532660461,4,10,1.0,1.0,1.0,High,Churn
3428,41,36,9370.03,0.4560860532660461,4,10,1.0,1.0,1.0,High,Churn
3428,41,36,9370.03,0.4560860532660461,4,10,1.0,1.0,1.0,High,Churn
3428,41,36,9370.03,0.4560860532660461,4,10,1.0,1.0,1.0,High,Churn
3428,41,36,9370.03,0.4560860532660461,4,10,1.0,1.0,1.0,High,Churn
3428,41,36,9370.03,0.4560860532660461,4,10,1.0,1.0,1.0,High,Churn
3428,41,36,9370.03,0.4560860532660461,4,10,1.0,1.0,1.0,High,Churn
512,34,27,-654.4,11.20202493672073,3,0,1.0,1.0,1.0,High,Churn
512,34,27,-654.4,11.20202493672073,3,0,1.0,1.0,1.0,High,Churn
512,34,27,-654.4,11.20202493672073,3,0,1.0,1.0,1.0,High,Churn
3422,33,26,9323.38,1.7601967063686037,2,3,1.0,1.0,1.0,High,Churn
3422,33,26,9323.38,1.7601967063686037,2,3,1.0,1.0,1.0,High,Churn
512,34,27,-654.4,11.20202493672073,3,0,1.0,1.0,1.0,High,Churn
512,34,27,-654.4,11.20202493672073,3,0,1.0,1.0,1.0,High,Churn
3428,41,36,9370.03,0.4560860532660461,4,10,1.0,1.0,1.0,High,Churn
3428,41,36,9370.03,0.4560860532660461,4,10,1.0,1.0,1.0,High,Churn
3428,41,36,9370.03,0.4560860532660461,4,10,1.0,1.0,1.0,High,Churn
2276,54,36,54.59,1.5804145448758753,2,10,1.0,1.0,1.0,High,Churn
1760,51,45,88.58,1.6013267056393743,4,9,1.0,1.0,1.0,High,Churn
1760,51,45,88.58,1.6013267056393743,4,9,1.0,1.0,1.0,High,Churn
1760,51,45,88.58,1.6013267056393743,4,9,1.0,1.0,1.0,High,Churn
1760,51,45,88.58,1.6013267056393743,4,9,1.0,1.0,1.0,High,Churn
3428,41,36,9370.03,0.4560860532660461,4,10,1.0,1.0,1.0,High,Churn
3428,41,36,9370.03,0.4560860532660461,4,10,1.0,1.0,1.0,High,Churn
3428,41,36,9370.03,0.4560860532660461,4,10,1.0,1.0,1.0,High,Churn
3428,41,36,9370.03,0.4560860532660461,4,10,1.0,1.0,1.0,High,Churn
3428,41,36,9370.03,0.4560860532660461,4,10,1.0,1.0,1.0,High,Churn
3428,41,36,9370.03,0.4560860532660461,4,10,1.0,1.0,1.0,High,Churn
3428,41,36,9370.03,0.4560860532660461,4,10,1.0,1.0,1.0,High,Churn
3422,33,26,9323.38,1.7601967063686037,2,3,1.0,1.0,1.0,High,Churn
1538,35,36,7802.18,1.6116994768170019,2,9,1.0,1.0,1.0,High,Churn
1538,35,36,7802.18,1.6116994768170019,2,9,1.0,1.0,1.0,High,Churn
1538,35,36,7802.18,1.6116994768170019,2,9,1.0,1.0,1.0,High,Churn
519,28,36,-631.9,19.644380213922254,2,10,1.0,1.0,1.0,High,Churn
519,28,36,-631.9,19.644380213922254,2,10,1.0,1.0,1.0,High,Churn
519,28,36,-631.9,19.644380213922254,2,10,1.0,1.0,1.0,High,Churn
837,38,36,8248.36,2.1968007471048265,3,8,1.0,1.0,1.0,High,Churn
837,38,36,8248.36,2.1968007471048265,3,8,1.0,1.0,1.0,High,Churn
837,38,36,8248.36,2.1968007471048265,3,8,1.0,1.0,1.0,High,Churn
2276,54,36,54.59,1.5804145448758753,2,10,1.0,1.0,1.0,High,Churn
2276,54,36,54.59,1.5804145448758753,2,10,1.0,1.0,1.0,High,Churn
2276,54,36,54.59,1.5804145448758753,2,10,1.0,1.0,1.0,High,Churn
2276,54,36,54.59,1.5804145448758753,2,10,1.0,1.0,1.0,High,Churn
2276,54,36,54.59,1.5804145448758753,2,10,1.0,1.0,1.0,High,Churn
2276,54,36,54.59,1.5804145448758753,2,10,1.0,1.0,1.0,High,Churn
2276,54,36,54.59,1.5804145448758753,2,10,1.0,1.0,1.0,High,Churn
977,43,32,53.18,6.189738855844416,1,10,1.0,1.0,1.0,High,Churn
977,43,32,53.18,6.189738855844416,1,10,1.0,1.0,1.0,High,Churn
977,43,32,53.18,6.189738855844416,1,10,1.0,1.0,1.0,High,Churn
977,43,32,53.18,6.189738855844416,1,10,1.0,1.0,1.0,High,Churn
1538,35,36,7802.18,1.6116994768170019,2,9,1.0,1.0,1.0,High,Churn
1538,35,36,7802.18,1.6116994768170019,2,9,1.0,1.0,1.0,High,Churn
1538,35,36,7802.18,1.6116994768170019,2,9,1.0,1.0,1.0,High,Churn
2452,33,29,654.25,7.034470500134625,3,10,1.0,1.0,1.0,High,Churn
720,32,22,7.98,0.43288243898946016,3,4,1.0,1.0,1.0,High,Churn
720,32,22,7.98,0.43288243898946016,3,4,1.0,1.0,1.0,High,Churn
720,32,22,7.98,0.43288243898946016,3,4,1.0,1.0,1.0,High,Churn
720,32,22,7.98,0.43288243898946016,3,4,1.0,1.0,1.0,High,Churn
720,32,22,7.98,0.43288243898946016,3,4,1.0,1.0,1.0,High,Churn
720,32,22,7.98,0.43288243898946016,3,4,1.0,1.0,1.0,High,Churn
1699,52,36,694.17,6.9894415535579615,2,5,1.0,1.0,1.0,High,Churn
1699,52,36,694.17,6.9894415535579615,2,5,1.0,1.0,1.0,High,Churn
1699,52,36,694.17,6.9894415535579615,2,5,1.0,1.0,1.0,High,Churn
3616,40,35,678.62,13.031054615764566,2,10,1.0,1.0,1.0,High,Churn
3616,40,35,678.62,13.031054615764566,2,10,1.0,1.0,1.0,High,Churn
977,43,32,53.18,6.189738855844416,1,10,1.0,1.0,1.0,High,Churn
977,43,32,53.18,6.189738855844416,1,10,1.0,1.0,1.0,High,Churn
977,43,32,53.18,6.189738855844416,1,10,1.0,1.0,1.0,High,Churn
977,43,32,53.18,6.189738855844416,1,10,1.0,1.0,1.0,High,Churn
977,43,32,53.18,6.189738855844416,1,10,1.0,1.0,1.0,High,Churn
977,43,32,53.18,6.189738855844416,1,10,1.0,1.0,1.0,High,Churn
977,43,32,53.18,6.189738855844416,1,10,1.0,1.0,1.0,High,Churn
977,43,32,53.18,6.189738855844416,1,10,1.0,1.0,1.0,High,Churn
977,43,32,53.18,6.189738855844416,1,10,1.0,1.0,1.0,High,Churn
1538,35,36,7802.18,1.6116994768170019,2,9,1.0,1.0,1.0,High,Churn
1538,35,36,7802.18,1.6116994768170019,2,9,1.0,1.0,1.0,High,Churn
435,49,36,-493.74,5.589802614844585,1,0,1.0,1.0,1.0,High,Churn
1538,35,36,7802.18,1.6116994768170019,2,9,1.0,1.0,1.0,High,Churn
435,49,36,-493.74,5.589802614844585,1,0,1.0,1.0,1.0,High,Churn
435,49,36,-493.74,5.589802614844585,1,0,1.0,1.0,1.0,High,Churn
1032,32,24,6823.85,2.043456470257216,3,10,1.0,1.0,1.0,High,Churn
1032,32,24,6823.85,2.043456470257216,3,10,1.0,1.0,1.0,High,Churn
1032,32,24,6823.85,2.043456470257216,3,10,1.0,1.0,1.0,High,Churn
977,43,32,53.18,6.189738855844416,1,10,1.0,1.0,1.0,High,Churn
977,43,32,53.18,6.189738855844416,1,10,1.0,1.0,1.0,High,Churn
977,43,32,53.18,6.189738855844416,1,10,1.0,1.0,1.0,High,Churn
977,43,32,53.18,6.189738855844416,1,10,1.0,1.0,1.0,High,Churn
977,43,32,53.18,6.189738855844416,1,10,1.0,1.0,1.0,High,Churn
3616,40,35,678.62,13.031054615764566,2,10,1.0,1.0,1.0,High,Churn
2889,61,52,8.99,2.796105920875967,3,3,1.0,1.0,1.0,High,Churn
2889,61,52,8.99,2.796105920875967,3,3,1.0,1.0,1.0,High,Churn
2889,61,52,8.99,2.796105920875967,3,3,1.0,1.0,1.0,High,Churn
2889,61,52,8.99,2.796105920875967,3,3,1.0,1.0,1.0,High,Churn
2889,61,52,8.99,2.796105920875967,3,3,1.0,1.0,1.0,High,Churn
1311,34,36,699.37,5.441313119458014,3,5,1.0,1.0,1.0,High,Churn
1699,52,36,694.17,6.9894415535579615,2,5,1.0,1.0,1.0,High,Churn
1699,52,36,694.17,6.9894415535579615,2,5,1.0,1.0,1.0,High,Churn
1699,52,36,694.17,6.9894415535579615,2,5,1.0,1.0,1.0,High,Churn
1699,52,36,694.17,6.9894415535579615,2,5,1.0,1.0,1.0,High,Churn
1699,52,36,694.17,6.9894415535579615,2,5,1.0,1.0,1.0,High,Churn
1699,52,36,694.17,6.9894415535579615,2,5,1.0,1.0,1.0,High,Churn
1699,52,36,694.17,6.9894415535579615,2,5,1.0,1.0,1.0,High,Churn
1699,52,36,694.17,6.9894415535579615,2,5,1.0,1.0,1.0,High,Churn
1699,52,36,694.17,6.9894415535579615,2,5,1.0,1.0,1.0,High,Churn
410,27,36,-23.94,14.068066071940505,2,4,1.0,1.0,1.0,High,Churn
410,27,36,-23.94,14.068066071940505,2,4,1.0,1.0,1.0,High,Churn
410,27,36,-23.94,14.068066071940505,2,4,1.0,1.0,1.0,High,Churn
1311,34,36,699.37,5.441313119458014,3,5,1.0,1.0,1.0,High,Churn
1311,34,36,699.37,5.441313119458014,3,5,1.0,1.0,1.0,High,Churn
2516,66,36,99.62,1.24096904609525,4,5,1.0,1.0,1.0,High,Churn
2516,66,36,99.62,1.24096904609525,4,5,1.0,1.0,1.0,High,Churn
2516,66,36,99.62,1.24096904609525,4,5,1.0,1.0,1.0,High,Churn
1427,44,36,99.11,4.914249624470846,2,9,1.0,1.0,1.0,High,Churn
1427,44,36,99.11,4.914249624470846,2,9,1.0,1.0,1.0,High,Churn
1427,44,36,99.11,4.914249624470846,2,9,1.0,1.0,1.0,High,Churn
1795,40,36,5795.52,3.685688617483967,2,4,1.0,1.0,1.0,High,Churn
1795,40,36,5795.52,3.685688617483967,2,4,1.0,1.0,1.0,High,Churn
1311,34,36,699.37,5.441313119458014,3,5,1.0,1.0,1.0,High,Churn
1311,34,36,699.37,5.441313119458014,3,5,1.0,1.0,1.0,High,Churn
3662,36,36,707.75,5.423604445613866,3,6,1.0,1.0,1.0,High,Churn
3662,36,36,707.75,5.423604445613866,3,6,1.0,1.0,1.0,High,Churn
3662,36,36,707.75,5.423604445613866,3,6,1.0,1.0,1.0,High,Churn
3105,46,36,702.67,8.960100568826565,4,10,1.0,1.0,1.0,High,Churn
3105,46,36,702.67,8.960100568826565,4,10,1.0,1.0,1.0,High,Churn
3105,46,36,702.67,8.960100568826565,4,10,1.0,1.0,1.0,High,Churn
2889,61,52,8.99,2.796105920875967,3,3,1.0,1.0,1.0,High,Churn
