customer_id,age,tenure,balance,debt_to_income_ratio,total_products_owned,nps,has_mobile_app,has_web_account,churn_risk_score,risk_level
865,53,46,1975.08,2.7268194984023353,2,0,1.0,1.0,1.0,High
865,53,46,1975.08,2.7268194984023353,2,0,1.0,1.0,1.0,High
865,53,46,1975.08,2.7268194984023353,2,0,1.0,1.0,1.0,High
3226,46,35,34.51,6.6129397168296595,2,9,1.0,1.0,1.0,High
3890,50,35,1717.53,3.7153947355692494,3,0,1.0,1.0,1.0,High
2741,49,40,40.91,13.310783780807123,2,2,1.0,1.0,1.0,High
3890,50,35,1717.53,3.7153947355692494,3,0,1.0,1.0,1.0,High
2741,49,40,40.91,13.310783780807123,2,2,1.0,1.0,1.0,High
3777,23,23,1663.63,10.051797178384176,1,10,1.0,1.0,1.0,High
3777,23,23,1663.63,10.051797178384176,1,10,1.0,1.0,1.0,High
3777,23,23,1663.63,10.051797178384176,1,10,1.0,1.0,1.0,High
3777,23,23,1663.63,10.051797178384176,1,10,1.0,1.0,1.0,High
3777,23,23,1663.63,10.051797178384176,1,10,1.0,1.0,1.0,High
3777,23,23,1663.63,10.051797178384176,1,10,1.0,1.0,1.0,High
3777,23,23,1663.63,10.051797178384176,1,10,1.0,1.0,1.0,High
3777,23,23,1663.63,10.051797178384176,1,10,1.0,1.0,1.0,High
3777,23,23,1663.63,10.051797178384176,1,10,1.0,1.0,1.0,High
3777,23,23,1663.63,10.051797178384176,1,10,1.0,1.0,1.0,High
3777,23,23,1663.63,10.051797178384176,1,10,1.0,1.0,1.0,High
3777,23,23,1663.63,10.051797178384176,1,10,1.0,1.0,1.0,High
3777,23,23,1663.63,10.051797178384176,1,10,1.0,1.0,1.0,High
3777,23,23,1663.63,10.051797178384176,1,10,1.0,1.0,1.0,High
3284,38,33,1706.85,7.476577429131318,4,1,1.0,1.0,1.0,High
3284,38,33,1706.85,7.476577429131318,4,1,1.0,1.0,1.0,High
3284,38,33,1706.85,7.476577429131318,4,1,1.0,1.0,1.0,High
3284,38,33,1706.85,7.476577429131318,4,1,1.0,1.0,1.0,High
3284,38,33,1706.85,7.476577429131318,4,1,1.0,1.0,1.0,High
3284,38,33,1706.85,7.476577429131318,4,1,1.0,1.0,1.0,High
3284,38,33,1706.85,7.476577429131318,4,1,1.0,1.0,1.0,High
3284,38,33,1706.85,7.476577429131318,4,1,1.0,1.0,1.0,High
3284,38,33,1706.85,7.476577429131318,4,1,1.0,1.0,1.0,High
3890,50,35,1717.53,3.7153947355692494,3,0,1.0,1.0,1.0,High
3807,43,27,1256.77,1.2639040032749416,5,10,1.0,1.0,1.0,High
3807,43,27,1256.77,1.2639040032749416,5,10,1.0,1.0,1.0,High
3807,43,27,1256.77,1.2639040032749416,5,10,1.0,1.0,1.0,High
3332,58,45,890.96,5.753093679107139,1,0,1.0,1.0,1.0,High
3332,58,45,890.96,5.753093679107139,1,0,1.0,1.0,1.0,High
3332,58,45,890.96,5.753093679107139,1,0,1.0,1.0,1.0,High
3332,58,45,890.96,5.753093679107139,1,0,1.0,1.0,1.0,High
3332,58,45,890.96,5.753093679107139,1,0,1.0,1.0,1.0,High
3332,58,45,890.96,5.753093679107139,1,0,1.0,1.0,1.0,High
3332,58,45,890.96,5.753093679107139,1,0,1.0,1.0,1.0,High
1481,33,36,80.19,1.2460131111165382,1,0,1.0,1.0,1.0,High
1481,33,36,80.19,1.2460131111165382,1,0,1.0,1.0,1.0,High
1481,33,36,80.19,1.2460131111165382,1,0,1.0,1.0,1.0,High
2079,64,50,79.56,8.444290438854,4,5,1.0,1.0,1.0,High
2079,64,50,79.56,8.444290438854,4,5,1.0,1.0,1.0,High
2079,64,50,79.56,8.444290438854,4,5,1.0,1.0,1.0,High
2079,64,50,79.56,8.444290438854,4,5,1.0,1.0,1.0,High
2079,64,50,79.56,8.444290438854,4,5,1.0,1.0,1.0,High
2079,64,50,79.56,8.444290438854,4,5,1.0,1.0,1.0,High
2079,64,50,79.56,8.444290438854,4,5,1.0,1.0,1.0,High
2079,64,50,79.56,8.444290438854,4,5,1.0,1.0,1.0,High
2079,64,50,79.56,8.444290438854,4,5,1.0,1.0,1.0,High
1075,42,36,943.25,7.392832443090687,2,7,1.0,1.0,1.0,High
1075,42,36,943.25,7.392832443090687,2,7,1.0,1.0,1.0,High
1075,42,36,943.25,7.392832443090687,2,7,1.0,1.0,1.0,High
1353,40,33,945.68,1.6794225857893603,2,8,1.0,1.0,1.0,High
1353,40,33,945.68,1.6794225857893603,2,8,1.0,1.0,1.0,High
1353,40,33,945.68,1.6794225857893603,2,8,1.0,1.0,1.0,High
2247,49,42,984.33,3.417150172591037,3,10,1.0,1.0,1.0,High
3332,58,45,890.96,5.753093679107139,1,0,1.0,1.0,1.0,High
3332,58,45,890.96,5.753093679107139,1,0,1.0,1.0,1.0,High
2631,45,36,58.69,3.2508566110633255,3,6,1.0,1.0,1.0,High
3332,58,45,890.96,5.753093679107139,1,0,1.0,1.0,1.0,High
808,25,21,87.74,6.426310155641007,3,10,1.0,1.0,1.0,High
808,25,21,87.74,6.426310155641007,3,10,1.0,1.0,1.0,High
808,25,21,87.74,6.426310155641007,3,10,1.0,1.0,1.0,High
808,25,21,87.74,6.426310155641007,3,10,1.0,1.0,1.0,High
808,25,21,87.74,6.426310155641007,3,10,1.0,1.0,1.0,High
808,25,21,87.74,6.426310155641007,3,10,1.0,1.0,1.0,High
808,25,21,87.74,6.426310155641007,3,10,1.0,1.0,1.0,High
808,25,21,87.74,6.426310155641007,3,10,1.0,1.0,1.0,High
808,25,21,87.74,6.426310155641007,3,10,1.0,1.0,1.0,High
808,25,21,87.74,6.426310155641007,3,10,1.0,1.0,1.0,High
808,25,21,87.74,6.426310155641007,3,10,1.0,1.0,1.0,High
3332,58,45,890.96,5.753093679107139,1,0,1.0,1.0,1.0,High
3332,58,45,890.96,5.753093679107139,1,0,1.0,1.0,1.0,High
3332,58,45,890.96,5.753093679107139,1,0,1.0,1.0,1.0,High
3332,58,45,890.96,5.753093679107139,1,0,1.0,1.0,1.0,High
3332,58,45,890.96,5.753093679107139,1,0,1.0,1.0,1.0,High
3332,58,45,890.96,5.753093679107139,1,0,1.0,1.0,1.0,High
3332,58,45,890.96,5.753093679107139,1,0,1.0,1.0,1.0,High
3332,58,45,890.96,5.753093679107139,1,0,1.0,1.0,1.0,High
3332,58,45,890.96,5.753093679107139,1,0,1.0,1.0,1.0,High
3332,58,45,890.96,5.753093679107139,1,0,1.0,1.0,1.0,High
3332,58,45,890.96,5.753093679107139,1,0,1.0,1.0,1.0,High
2396,45,33,83.08,9.045316196018504,3,7,1.0,1.0,1.0,High
2396,45,33,83.08,9.045316196018504,3,7,1.0,1.0,1.0,High
2396,45,33,83.08,9.045316196018504,3,7,1.0,1.0,1.0,High
2247,49,42,984.33,3.417150172591037,3,10,1.0,1.0,1.0,High
2247,49,42,984.33,3.417150172591037,3,10,1.0,1.0,1.0,High
2247,49,42,984.33,3.417150172591037,3,10,1.0,1.0,1.0,High
2247,49,42,984.33,3.417150172591037,3,10,1.0,1.0,1.0,High
2691,36,31,1121.63,6.532068076767418,3,7,1.0,1.0,1.0,High
2691,36,31,1121.63,6.532068076767418,3,7,1.0,1.0,1.0,High
780,53,36,66.44,6.128042183173542,2,6,1.0,1.0,1.0,High
780,53,36,66.44,6.128042183173542,2,6,1.0,1.0,1.0,High
780,53,36,66.44,6.128042183173542,2,6,1.0,1.0,1.0,High
647,32,36,63.51,8.388646573908492,2,10,1.0,1.0,1.0,High
647,32,36,63.51,8.388646573908492,2,10,1.0,1.0,1.0,High
647,32,36,63.51,8.388646573908492,2,10,1.0,1.0,1.0,High
3200,45,36,60.26,1.6208686263321361,2,9,1.0,1.0,1.0,High
3200,45,36,60.26,1.6208686263321361,2,9,1.0,1.0,1.0,High
3200,45,36,60.26,1.6208686263321361,2,9,1.0,1.0,1.0,High
3672,54,36,59.46,35.77885635772612,3,10,1.0,1.0,1.0,High
3672,54,36,59.46,35.77885635772612,3,10,1.0,1.0,1.0,High
3672,54,36,59.46,35.77885635772612,3,10,1.0,1.0,1.0,High
3672,54,36,59.46,35.77885635772612,3,10,1.0,1.0,1.0,High
3672,54,36,59.46,35.77885635772612,3,10,1.0,1.0,1.0,High
3672,54,36,59.46,35.77885635772612,3,10,1.0,1.0,1.0,High
3672,54,36,59.46,35.77885635772612,3,10,1.0,1.0,1.0,High
3672,54,36,59.46,35.77885635772612,3,10,1.0,1.0,1.0,High
3672,54,36,59.46,35.77885635772612,3,10,1.0,1.0,1.0,High
3672,54,36,59.46,35.77885635772612,3,10,1.0,1.0,1.0,High
3672,54,36,59.46,35.77885635772612,3,10,1.0,1.0,1.0,High
3672,54,36,59.46,35.77885635772612,3,10,1.0,1.0,1.0,High
2631,45,36,58.69,3.2508566110633255,3,6,1.0,1.0,1.0,High
2631,45,36,58.69,3.2508566110633255,3,6,1.0,1.0,1.0,High
2691,36,31,1121.63,6.532068076767418,3,7,1.0,1.0,1.0,High
2691,36,31,1121.63,6.532068076767418,3,7,1.0,1.0,1.0,High
2691,36,31,1121.63,6.532068076767418,3,7,1.0,1.0,1.0,High
999,30,22,1033.1,19.754132724300277,2,10,1.0,1.0,1.0,High
2247,49,42,984.33,3.417150172591037,3,10,1.0,1.0,1.0,High
2247,49,42,984.33,3.417150172591037,3,10,1.0,1.0,1.0,High
2247,49,42,984.33,3.417150172591037,3,10,1.0,1.0,1.0,High
2247,49,42,984.33,3.417150172591037,3,10,1.0,1.0,1.0,High
2290,29,36,1005.75,4.426768988133018,3,0,1.0,1.0,1.0,High
2290,29,36,1005.75,4.426768988133018,3,0,1.0,1.0,1.0,High
2290,29,36,1005.75,4.426768988133018,3,0,1.0,1.0,1.0,High
999,30,22,1033.1,19.754132724300277,2,10,1.0,1.0,1.0,High
999,30,22,1033.1,19.754132724300277,2,10,1.0,1.0,1.0,High
999,30,22,1033.1,19.754132724300277,2,10,1.0,1.0,1.0,High
999,30,22,1033.1,19.754132724300277,2,10,1.0,1.0,1.0,High
2549,38,36,1059.32,1.4115042271713851,3,9,1.0,1.0,1.0,High
2691,36,31,1121.63,6.532068076767418,3,7,1.0,1.0,1.0,High
2549,38,36,1059.32,1.4115042271713851,3,9,1.0,1.0,1.0,High
2549,38,36,1059.32,1.4115042271713851,3,9,1.0,1.0,1.0,High
3026,57,46,1062.87,0.317469120328559,5,10,1.0,1.0,1.0,High
3026,57,46,1062.87,0.317469120328559,5,10,1.0,1.0,1.0,High
3026,57,46,1062.87,0.317469120328559,5,10,1.0,1.0,1.0,High
3026,57,46,1062.87,0.317469120328559,5,10,1.0,1.0,1.0,High
3026,57,46,1062.87,0.317469120328559,5,10,1.0,1.0,1.0,High
3026,57,46,1062.87,0.317469120328559,5,10,1.0,1.0,1.0,High
2691,36,31,1121.63,6.532068076767418,3,7,1.0,1.0,1.0,High
2691,36,31,1121.63,6.532068076767418,3,7,1.0,1.0,1.0,High
2691,36,31,1121.63,6.532068076767418,3,7,1.0,1.0,1.0,High
865,53,46,1975.08,2.7268194984023353,2,0,1.0,1.0,1.0,High
865,53,46,1975.08,2.7268194984023353,2,0,1.0,1.0,1.0,High
1502,41,36,89.79,3.436773278825214,3,10,1.0,1.0,1.0,High
35,47,39,-40.44,8.47890552252704,2,6,1.0,1.0,1.0,High
35,47,39,-40.44,8.47890552252704,2,6,1.0,1.0,1.0,High
35,47,39,-40.44,8.47890552252704,2,6,1.0,1.0,1.0,High
35,47,39,-40.44,8.47890552252704,2,6,1.0,1.0,1.0,High
3603,44,32,3364.85,1.3057736909921518,3,6,1.0,1.0,1.0,High
51,32,23,-43.29,56.52716292582838,2,10,1.0,1.0,1.0,High
51,32,23,-43.29,56.52716292582838,2,10,1.0,1.0,1.0,High
51,32,23,-43.29,56.52716292582838,2,10,1.0,1.0,1.0,High
3603,44,32,3364.85,1.3057736909921518,3,6,1.0,1.0,1.0,High
3603,44,32,3364.85,1.3057736909921518,3,6,1.0,1.0,1.0,High
2873,40,36,3422.42,8.234886009615686,2,10,1.0,1.0,1.0,High
2873,40,36,3422.42,8.234886009615686,2,10,1.0,1.0,1.0,High
2873,40,36,3422.42,8.234886009615686,2,10,1.0,1.0,1.0,High
2419,38,24,3569.96,9.087357052810406,3,4,1.0,1.0,1.0,High
2419,38,24,3569.96,9.087357052810406,3,4,1.0,1.0,1.0,High
2419,38,24,3569.96,9.087357052810406,3,4,1.0,1.0,1.0,High
108,41,29,-52.47,10.496433892287698,3,10,1.0,1.0,1.0,High
108,41,29,-52.47,10.496433892287698,3,10,1.0,1.0,1.0,High
108,41,29,-52.47,10.496433892287698,3,10,1.0,1.0,1.0,High
225,25,22,-54.05,4.250495365263262,1,0,1.0,1.0,1.0,High
225,25,22,-54.05,4.250495365263262,1,0,1.0,1.0,1.0,High
225,25,22,-54.05,4.250495365263262,1,0,1.0,1.0,1.0,High
2195,29,20,3773.42,1.3422943951194828,1,0,1.0,1.0,1.0,High
2195,29,20,3773.42,1.3422943951194828,1,0,1.0,1.0,1.0,High
2195,29,20,3773.42,1.3422943951194828,1,0,1.0,1.0,1.0,High
2195,29,20,3773.42,1.3422943951194828,1,0,1.0,1.0,1.0,High
35,47,39,-40.44,8.47890552252704,2,6,1.0,1.0,1.0,High
35,47,39,-40.44,8.47890552252704,2,6,1.0,1.0,1.0,High
2195,29,20,3773.42,1.3422943951194828,1,0,1.0,1.0,1.0,High
209,51,45,-39.36,6.184328882292294,3,9,1.0,1.0,1.0,High
2465,29,14,2870.03,1.208578446298439,4,10,1.0,1.0,1.0,High
2465,29,14,2870.03,1.208578446298439,4,10,1.0,1.0,1.0,High
1894,44,36,3068.49,3.638839389051575,3,0,1.0,1.0,1.0,High
1894,44,36,3068.49,3.638839389051575,3,0,1.0,1.0,1.0,High
1894,44,36,3068.49,3.638839389051575,3,0,1.0,1.0,1.0,High
1894,44,36,3068.49,3.638839389051575,3,0,1.0,1.0,1.0,High
1894,44,36,3068.49,3.638839389051575,3,0,1.0,1.0,1.0,High
1894,44,36,3068.49,3.638839389051575,3,0,1.0,1.0,1.0,High
1894,44,36,3068.49,3.638839389051575,3,0,1.0,1.0,1.0,High
1894,44,36,3068.49,3.638839389051575,3,0,1.0,1.0,1.0,High
1894,44,36,3068.49,3.638839389051575,3,0,1.0,1.0,1.0,High
1304,67,47,3191.12,9.931454013114914,4,10,1.0,1.0,1.0,High
1304,67,47,3191.12,9.931454013114914,4,10,1.0,1.0,1.0,High
1304,67,47,3191.12,9.931454013114914,4,10,1.0,1.0,1.0,High
1304,67,47,3191.12,9.931454013114914,4,10,1.0,1.0,1.0,High
1304,67,47,3191.12,9.931454013114914,4,10,1.0,1.0,1.0,High
1304,67,47,3191.12,9.931454013114914,4,10,1.0,1.0,1.0,High
1304,67,47,3191.12,9.931454013114914,4,10,1.0,1.0,1.0,High
1304,67,47,3191.12,9.931454013114914,4,10,1.0,1.0,1.0,High
1304,67,47,3191.12,9.931454013114914,4,10,1.0,1.0,1.0,High
1304,67,47,3191.12,9.931454013114914,4,10,1.0,1.0,1.0,High
1304,67,47,3191.12,9.931454013114914,4,10,1.0,1.0,1.0,High
1304,67,47,3191.12,9.931454013114914,4,10,1.0,1.0,1.0,High
209,51,45,-39.36,6.184328882292294,3,9,1.0,1.0,1.0,High
209,51,45,-39.36,6.184328882292294,3,9,1.0,1.0,1.0,High
2195,29,20,3773.42,1.3422943951194828,1,0,1.0,1.0,1.0,High
2195,29,20,3773.42,1.3422943951194828,1,0,1.0,1.0,1.0,High
865,53,46,1975.08,2.7268194984023353,2,0,1.0,1.0,1.0,High
279,34,29,-99.25,23.3947606584644,2,10,1.0,1.0,1.0,High
58,34,29,-102.87,7.648078313151745,2,8,1.0,1.0,1.0,High
58,34,29,-102.87,7.648078313151745,2,8,1.0,1.0,1.0,High
58,34,29,-102.87,7.648078313151745,2,8,1.0,1.0,1.0,High
58,34,29,-102.87,7.648078313151745,2,8,1.0,1.0,1.0,High
58,34,29,-102.87,7.648078313151745,2,8,1.0,1.0,1.0,High
836,25,13,4934.68,1.6059852933302399,1,4,1.0,1.0,1.0,High
836,25,13,4934.68,1.6059852933302399,1,4,1.0,1.0,1.0,High
836,25,13,4934.68,1.6059852933302399,1,4,1.0,1.0,1.0,High
1844,46,37,4937.59,6.0274545913889845,3,8,1.0,1.0,1.0,High
1844,46,37,4937.59,6.0274545913889845,3,8,1.0,1.0,1.0,High
1844,46,37,4937.59,6.0274545913889845,3,8,1.0,1.0,1.0,High
428,22,24,-108.67,29.546108551455692,2,10,1.0,1.0,1.0,High
428,22,24,-108.67,29.546108551455692,2,10,1.0,1.0,1.0,High
428,22,24,-108.67,29.546108551455692,2,10,1.0,1.0,1.0,High
428,22,24,-108.67,29.546108551455692,2,10,1.0,1.0,1.0,High
428,22,24,-108.67,29.546108551455692,2,10,1.0,1.0,1.0,High
428,22,24,-108.67,29.546108551455692,2,10,1.0,1.0,1.0,High
511,58,46,-115.03,11.720343871952945,5,10,1.0,1.0,1.0,High
511,58,46,-115.03,11.720343871952945,5,10,1.0,1.0,1.0,High
511,58,46,-115.03,11.720343871952945,5,10,1.0,1.0,1.0,High
1419,47,30,5079.47,0.33002108278819875,4,7,1.0,1.0,1.0,High
1419,47,30,5079.47,0.33002108278819875,4,7,1.0,1.0,1.0,High
1419,47,30,5079.47,0.33002108278819875,4,7,1.0,1.0,1.0,High
1419,47,30,5079.47,0.33002108278819875,4,7,1.0,1.0,1.0,High
1419,47,30,5079.47,0.33002108278819875,4,7,1.0,1.0,1.0,High
58,34,29,-102.87,7.648078313151745,2,8,1.0,1.0,1.0,High
279,34,29,-99.25,23.3947606584644,2,10,1.0,1.0,1.0,High
2195,29,20,3773.42,1.3422943951194828,1,0,1.0,1.0,1.0,High
279,34,29,-99.25,23.3947606584644,2,10,1.0,1.0,1.0,High
2195,29,20,3773.42,1.3422943951194828,1,0,1.0,1.0,1.0,High
2195,29,20,3773.42,1.3422943951194828,1,0,1.0,1.0,1.0,High
2195,29,20,3773.42,1.3422943951194828,1,0,1.0,1.0,1.0,High
2195,29,20,3773.42,1.3422943951194828,1,0,1.0,1.0,1.0,High
2195,29,20,3773.42,1.3422943951194828,1,0,1.0,1.0,1.0,High
2195,29,20,3773.42,1.3422943951194828,1,0,1.0,1.0,1.0,High
2195,29,20,3773.42,1.3422943951194828,1,0,1.0,1.0,1.0,High
2199,39,23,3785.53,4.964729518738901,2,9,1.0,1.0,1.0,High
2199,39,23,3785.53,4.964729518738901,2,9,1.0,1.0,1.0,High
2199,39,23,3785.53,4.964729518738901,2,9,1.0,1.0,1.0,High
3865,73,52,3849.23,1.3770983276666915,2,10,1.0,1.0,1.0,High
3865,73,52,3849.23,1.3770983276666915,2,10,1.0,1.0,1.0,High
3865,73,52,3849.23,1.3770983276666915,2,10,1.0,1.0,1.0,High
2276,39,36,4103.37,6.25217535880182,3,4,1.0,1.0,1.0,High
2276,39,36,4103.37,6.25217535880182,3,4,1.0,1.0,1.0,High
2276,39,36,4103.37,6.25217535880182,3,4,1.0,1.0,1.0,High
279,34,29,-99.25,23.3947606584644,2,10,1.0,1.0,1.0,High
279,34,29,-99.25,23.3947606584644,2,10,1.0,1.0,1.0,High
279,34,29,-99.25,23.3947606584644,2,10,1.0,1.0,1.0,High
279,34,29,-99.25,23.3947606584644,2,10,1.0,1.0,1.0,High
279,34,29,-99.25,23.3947606584644,2,10,1.0,1.0,1.0,High
279,34,29,-99.25,23.3947606584644,2,10,1.0,1.0,1.0,High
279,34,29,-99.25,23.3947606584644,2,10,1.0,1.0,1.0,High
279,34,29,-99.25,23.3947606584644,2,10,1.0,1.0,1.0,High
279,34,29,-99.25,23.3947606584644,2,10,1.0,1.0,1.0,High
2465,29,14,2870.03,1.208578446298439,4,10,1.0,1.0,1.0,High
430,32,36,-12.82,8.82891358764254,2,1,1.0,1.0,1.0,High
430,32,36,-12.82,8.82891358764254,2,1,1.0,1.0,1.0,High
1237,42,34,2096.43,1.4299118407434257,3,8,1.0,1.0,1.0,High
1237,42,34,2096.43,1.4299118407434257,3,8,1.0,1.0,1.0,High
1583,39,36,21.65,13.985179062521425,2,2,1.0,1.0,1.0,High
1583,39,36,21.65,13.985179062521425,2,2,1.0,1.0,1.0,High
1583,39,36,21.65,13.985179062521425,2,2,1.0,1.0,1.0,High
1583,39,36,21.65,13.985179062521425,2,2,1.0,1.0,1.0,High
1583,39,36,21.65,13.985179062521425,2,2,1.0,1.0,1.0,High
1583,39,36,21.65,13.985179062521425,2,2,1.0,1.0,1.0,High
3826,22,12,20.6,16.791543060390495,1,8,1.0,1.0,1.0,High
3826,22,12,20.6,16.791543060390495,1,8,1.0,1.0,1.0,High
3826,22,12,20.6,16.791543060390495,1,8,1.0,1.0,1.0,High
3826,22,12,20.6,16.791543060390495,1,8,1.0,1.0,1.0,High
3826,22,12,20.6,16.791543060390495,1,8,1.0,1.0,1.0,High
3826,22,12,20.6,16.791543060390495,1,8,1.0,1.0,1.0,High
3826,22,12,20.6,16.791543060390495,1,8,1.0,1.0,1.0,High
3826,22,12,20.6,16.791543060390495,1,8,1.0,1.0,1.0,High
3826,22,12,20.6,16.791543060390495,1,8,1.0,1.0,1.0,High
810,39,35,2176.27,2.633380150017574,2,1,1.0,1.0,1.0,High
810,39,35,2176.27,2.633380150017574,2,1,1.0,1.0,1.0,High
810,39,35,2176.27,2.633380150017574,2,1,1.0,1.0,1.0,High
810,39,35,2176.27,2.633380150017574,2,1,1.0,1.0,1.0,High
