transaction_id,customer_id,transaction_type,transaction_amt,transaction_date
208635,2925,Withdrawal,650.98,2023-12-22 01:00:20
413983,2137,Deposit,321.45,2024-09-23 17:37:26
744830,2137,Credit,324.64,2024-05-24 20:15:51
982401,2137,Credit,524.75,2023-07-23 15:29:03
257034,234,Withdrawal,176.43,2024-06-12 11:09:34
755567,234,Deposit,108.69,2023-05-04 13:01:51
203564,372,Credit,40.62,2024-02-03 16:53:07
893481,1368,Withdrawal,132.41,2023-01-15 14:47:13
796704,1368,Credit,238.55,2024-07-19 03:46:53
738157,2557,Transfer,2.0,2024-06-26 16:09:27
308389,2557,Credit,171.33,2023-11-06 11:44:34
112285,1105,Credit,585.9,2023-03-08 03:10:36
164775,1105,Transfer,242.85,2023-03-06 01:36:54
505561,1105,Deposit,71.06,2024-11-23 08:29:47
772760,1105,Deposit,372.03,2024-12-08 15:20:10
658336,1105,Deposit,590.59,2023-08-29 10:31:19
608022,2762,Transfer,804.61,2024-07-02 03:59:53
445842,2885,Deposit,389.85,2023-12-02 21:15:01
351457,2885,Deposit,207.52,2023-09-29 11:56:16
908514,2885,Credit,600.33,2023-04-27 06:30:42
484226,3918,Transfer,422.91,2023-09-22 23:05:15
975904,3918,Withdrawal,152.66,2024-05-03 20:19:52
702836,3918,Transfer,765.57,2023-08-02 04:05:58
673506,3515,Credit,880.63,2023-12-03 01:11:44
681685,3515,Deposit,607.0,2024-12-26 22:58:01
967769,3515,Transfer,814.24,2023-01-17 23:01:11
906954,3515,Deposit,614.88,2023-02-18 22:41:01
955375,3174,Transfer,585.67,2023-11-30 05:10:33
528571,3174,Deposit,1421.75,2023-05-22 19:57:16
178903,2330,Withdrawal,599.43,2023-08-22 20:50:30
807966,2330,Transfer,370.46,2024-02-13 21:00:34
341958,444,Withdrawal,222.19,2024-08-24 04:23:23
295538,1059,Deposit,121.09,2024-12-29 07:50:19
364843,1059,Credit,150.17,2024-02-09 08:17:57
996237,3104,Deposit,382.76,2024-03-08 05:00:54
326795,3104,Transfer,327.37,2024-07-13 17:49:33
827005,3104,Deposit,400.56,2024-10-02 03:20:19
442101,1308,Transfer,62.58,2023-09-23 20:51:16
726823,1308,Withdrawal,503.37,2023-08-13 11:20:36
235553,1308,Deposit,554.93,2023-02-06 23:09:08
944196,1308,Withdrawal,327.64,2024-05-24 02:00:22
856212,167,Withdrawal,2.0,2024-01-12 11:19:30
121391,167,Transfer,46.97,2024-12-14 14:08:30
473926,167,Credit,105.02,2024-09-26 06:55:08
120949,212,Deposit,219.13,2023-09-20 00:09:29
563418,212,Deposit,124.0,2024-01-19 20:57:34
456900,212,Deposit,54.82,2023-08-22 09:43:46
723668,2871,Withdrawal,157.75,2023-03-21 14:15:25
251144,3687,Deposit,355.89,2024-04-11 14:03:15
938808,3687,Credit,401.26,2023-02-06 18:59:15
136828,3687,Credit,458.39,2023-02-13 16:52:31
779738,3687,Transfer,219.82,2024-05-09 21:58:13
822717,3687,Transfer,284.4,2024-01-01 17:36:50
418915,1622,Deposit,271.63,2024-09-13 13:29:30
114284,2774,Withdrawal,588.52,2023-05-27 14:24:23
361938,2774,Withdrawal,89.05,2024-10-26 03:48:08
874825,2105,Transfer,465.3,2023-02-10 01:05:40
213237,2105,Credit,1093.12,2024-06-28 17:47:06
375552,2105,Deposit,412.9,2024-04-07 04:41:23
478529,1127,Transfer,157.93,2023-05-03 19:38:57
620888,1127,Deposit,400.47,2023-03-15 00:44:01
405566,1127,Credit,235.19,2024-04-22 04:34:04
779047,1127,Withdrawal,344.1,2023-01-29 14:59:45
318044,1127,Withdrawal,227.68,2024-01-18 17:56:17
670347,2808,Credit,224.98,2024-05-06 00:19:30
318518,2808,Withdrawal,568.23,2024-07-02 05:34:54
398476,2808,Transfer,352.97,2023-05-26 07:42:45
195471,2808,Withdrawal,753.72,2024-05-23 00:30:50
537071,2808,Withdrawal,474.22,2023-07-07 11:43:41
675959,2888,Credit,269.78,2023-04-29 06:17:59
612390,2888,Withdrawal,209.24,2024-06-04 09:49:47
589254,2414,Withdrawal,154.47,2023-10-31 16:29:50
872872,2414,Deposit,151.36,2023-11-09 03:05:17
725597,2414,Withdrawal,156.27,2024-03-23 23:42:09
153934,1102,Transfer,714.31,2023-10-15 03:04:59
215842,3763,Transfer,914.12,2024-12-25 13:57:51
439764,3763,Transfer,678.31,2023-02-25 20:56:09
926019,3905,Deposit,307.1,2024-09-22 07:25:19
338246,3795,Deposit,1159.48,2024-03-24 11:46:50
842221,3795,Credit,1005.69,2023-01-20 07:52:35
438166,3795,Credit,660.44,2023-12-28 03:26:35
750683,1445,Transfer,303.64,2024-09-11 15:03:53
788596,1445,Withdrawal,146.34,2023-10-01 21:29:35
672020,1445,Withdrawal,341.0,2023-02-21 00:23:30
349874,2409,Credit,193.22,2024-01-30 16:46:18
375911,2409,Credit,325.42,2024-06-07 14:49:11
525758,533,Transfer,148.51,2023-02-05 09:16:13
224564,533,Deposit,94.91,2023-12-30 08:53:33
382373,533,Withdrawal,78.26,2023-02-08 20:39:31
638041,533,Credit,134.97,2023-07-13 00:51:21
145889,1817,Withdrawal,465.28,2024-06-12 09:53:45
329796,2847,Withdrawal,454.77,2024-10-25 20:37:49
337456,577,Credit,154.41,2023-05-22 19:38:01
298156,1028,Deposit,54.21,2023-10-28 15:26:23
878011,1028,Deposit,276.9,2023-09-26 13:53:33
453459,1028,Transfer,465.6,2024-01-07 02:24:42
103587,1993,Credit,2.0,2023-05-16 23:59:20
200190,1993,Credit,178.99,2024-08-18 20:25:20
293644,1804,Deposit,345.9,2024-12-06 18:27:43
314201,2159,Transfer,437.94,2023-09-12 21:46:18
467046,2159,Transfer,409.41,2023-08-13 16:45:52
847912,2159,Deposit,590.47,2023-11-16 19:22:21
245825,1145,Withdrawal,188.54,2023-08-07 05:24:06
897467,1145,Transfer,403.41,2024-03-25 19:26:43
287753,1145,Withdrawal,270.9,2024-04-19 05:25:16
108202,1401,Transfer,275.07,2023-06-04 03:03:16
131913,1401,Withdrawal,161.54,2023-09-14 03:58:38
656248,449,Transfer,240.56,2024-01-14 03:27:36
910737,449,Transfer,189.18,2023-06-12 21:21:04
882439,449,Deposit,274.02,2023-02-07 23:26:01
903039,449,Credit,16.42,2023-01-18 08:25:51
890175,2105,Credit,435.57,2024-06-22 20:43:11
960585,842,Deposit,182.55,2024-08-11 20:03:49
243433,1473,Transfer,418.72,2024-04-08 00:58:10
618783,1348,Withdrawal,654.44,2024-08-12 01:58:17
178668,1348,Transfer,559.48,2024-09-03 11:51:58
668723,1348,Deposit,241.99,2024-12-12 04:10:00
791381,772,Deposit,416.83,2023-06-14 01:07:42
486320,772,Credit,296.56,2024-09-19 22:01:03
917265,772,Deposit,458.53,2024-08-13 13:55:31
526068,772,Withdrawal,668.64,2024-03-30 23:52:33
451698,772,Deposit,503.34,2023-01-17 23:43:43
558856,1283,Transfer,258.68,2024-09-19 04:24:42
171889,1528,Credit,1876.46,2023-03-02 14:26:33
359266,1528,Deposit,2178.12,2023-07-03 21:56:57
597108,1528,Credit,1532.4,2023-04-24 07:27:51
688064,1528,Withdrawal,306.36,2023-10-12 16:26:56
942162,1528,Withdrawal,1597.29,2024-02-07 06:43:28
610344,3331,Credit,353.09,2023-07-16 04:58:43
164033,2666,Withdrawal,558.28,2024-09-17 02:07:15
393307,2666,Deposit,491.1,2023-02-23 03:53:51
239058,2666,Transfer,265.55,2023-01-28 00:42:26
840319,1159,Credit,129.94,2024-09-04 03:07:20
628625,1159,Deposit,178.62,2024-06-02 13:06:11
233096,706,Deposit,720.01,2023-04-26 09:29:07
501736,706,Credit,572.79,2024-06-01 13:34:25
246960,706,Transfer,937.86,2024-03-20 19:38:56
280609,706,Deposit,714.27,2023-10-12 04:56:33
356777,706,Credit,890.07,2024-12-14 08:37:55
412500,1820,Transfer,16.94,2024-05-05 14:24:33
846896,1820,Deposit,362.02,2024-01-03 16:00:05
168639,1820,Withdrawal,688.33,2024-11-22 08:23:30
377647,1820,Withdrawal,211.77,2024-10-24 14:50:58
299095,2018,Credit,81.82,2023-04-04 06:11:09
463055,2231,Deposit,629.65,2023-05-07 10:06:06
132077,2231,Deposit,547.93,2024-01-09 09:15:44
372901,2231,Credit,525.21,2023-05-05 12:28:56
892782,1287,Withdrawal,309.74,2023-12-24 17:00:00
507548,2701,Transfer,2.0,2024-11-04 16:20:40
580336,2701,Transfer,773.47,2023-06-13 06:31:11
452457,2701,Transfer,227.1,2024-02-04 20:31:00
618932,2143,Credit,196.37,2023-12-28 00:20:57
967321,2143,Deposit,591.24,2023-10-08 03:18:04
448586,177,Withdrawal,105.3,2023-03-22 13:51:33
641118,177,Deposit,123.29,2023-08-02 05:14:34
110471,2118,Withdrawal,695.54,2023-02-27 22:19:37
447285,2118,Deposit,419.81,2023-06-05 18:32:35
434391,2118,Withdrawal,724.16,2024-01-17 10:27:40
977139,2118,Credit,564.8,2024-08-11 03:38:53
340540,270,Transfer,91.9,2023-03-07 20:59:14
503996,270,Transfer,73.91,2023-05-17 18:55:29
345906,270,Credit,108.54,2023-08-28 07:43:54
625206,2807,Withdrawal,107.68,2024-06-09 23:44:34
974284,2807,Withdrawal,73.93,2023-03-11 01:47:21
192270,2807,Deposit,50.51,2023-09-26 11:20:58
202191,962,Credit,2220.74,2024-05-29 20:52:53
674227,962,Transfer,1549.55,2024-01-27 12:52:58
881875,1233,Credit,224.23,2024-09-05 04:51:03
813018,1233,Transfer,205.84,2023-10-13 12:44:22
991809,338,Withdrawal,159.54,2023-07-31 04:58:11
951735,2876,Deposit,426.84,2024-08-14 10:03:59
881690,2876,Deposit,332.74,2024-04-03 23:20:32
669804,2649,Credit,373.8,2023-09-02 11:35:28
470523,2649,Credit,547.61,2023-04-30 05:05:45
943941,2649,Transfer,375.53,2023-08-08 21:47:54
699015,327,Transfer,161.18,2023-05-05 00:17:44
854901,1314,Deposit,181.06,2023-01-17 18:26:06
627753,1314,Transfer,511.69,2024-04-20 03:58:07
