loan_id,customer_id,loan_amount,loan_purpose,due_date,paid_off_date
46,1288,10000.0,credit_card,2026-05-30,2024-09-03
47,3559,8000.0,debt_consolidation,2027-12-09,2024-08-16
48,1290,9600.0,major_purchase,2026-08-24,2024-04-21
49,3887,7000.0,debt_consolidation,2026-06-15,2024-12-28
50,641,15000.0,debt_consolidation,2027-04-19,2024-10-07
51,3863,5000.0,debt_consolidation,2027-09-16,
52,1586,4000.0,housing-related,2026-12-20,
53,960,10000.0,credit_card,2027-05-02,2024-06-24
54,721,12000.0,housing-related,2027-12-24,2024-10-17
55,2607,8400.0,wedding,2026-08-25,2024-03-29
56,1089,11100.0,debt_consolidation,2026-09-30,2024-11-03
57,252,24175.0,debt_consolidation,2026-01-12,2024-10-20
58,3615,3500.0,educational,2027-12-03,2024-12-25
59,3404,12000.0,other,2026-07-19,
60,2157,3500.0,small_business,2027-07-07,
61,709,4800.0,debt_consolidation,2026-05-09,2024-02-01
62,675,18000.0,credit_card,2026-01-24,
63,1619,10000.0,debt_consolidation,2026-09-07,
64,1528,4800.0,housing-related,2026-06-23,2024-07-22
65,2613,22250.0,debt_consolidation,2026-10-09,2024-11-20
66,2764,9000.0,debt_consolidation,2027-04-19,
67,3370,14400.0,debt_consolidation,2027-12-05,
68,3961,24000.0,debt_consolidation,2026-10-29,2024-06-16
69,61,17475.0,debt_consolidation,2027-03-09,
70,155,4500.0,housing-related,2027-05-26,
71,2054,16000.0,debt_consolidation,2027-08-29,
72,1954,32000.0,major_purchase,2026-12-11,2024-07-15
73,3568,12000.0,other,2026-06-19,2024-11-16
74,3256,16000.0,housing-related,2026-02-14,2024-11-11
75,26,7200.0,credit_card,2027-02-21,
76,2459,8000.0,debt_consolidation,2026-12-03,2024-01-23
77,2784,25000.0,other,2026-12-09,2024-07-22
78,2553,30000.0,major_purchase,2026-04-17,2024-05-14
79,1786,10000.0,debt_consolidation,2027-01-17,2024-08-20
80,1949,7300.0,other,2027-01-04,2024-12-09
81,1579,14400.0,debt_consolidation,2027-11-24,
82,1032,9500.0,debt_consolidation,2026-01-04,
83,3350,20000.0,debt_consolidation,2026-01-30,2024-03-28
84,1517,10050.0,credit_card,2026-12-05,
85,2887,4500.0,major_purchase,2027-02-13,2024-02-12
86,1792,5425.0,major_purchase,2026-11-28,
87,1761,25000.0,other,2027-10-17,
88,617,2575.0,other,2026-12-03,2024-04-26
89,655,25000.0,other,2027-01-23,
90,1287,12000.0,credit_card,2026-02-10,2024-11-08
91,1990,12000.0,small_business,2026-09-11,2024-06-12
92,3221,27575.0,other,2027-05-05,2024-10-30
93,1790,5000.0,housing-related,2026-10-07,2024-10-03
94,810,12000.0,credit_card,2026-10-18,
95,1735,7200.0,debt_consolidation,2027-08-23,
96,2292,25000.0,debt_consolidation,2027-01-20,
97,43,1000.0,credit_card,2027-05-14,
98,851,17000.0,debt_consolidation,2027-08-17,
99,3105,13500.0,debt_consolidation,2027-10-03,
100,1444,8000.0,credit_card,2027-08-20,2024-01-04
101,924,15000.0,debt_consolidation,2027-04-05,2024-01-19
102,1436,16000.0,debt_consolidation,2027-04-19,
103,1071,14500.0,other,2026-10-29,
104,2429,6000.0,housing-related,2026-11-13,2024-07-11
105,2679,1000.0,debt_consolidation,2027-12-19,
106,2198,12000.0,credit_card,2026-09-06,2024-01-20
107,878,10000.0,debt_consolidation,2026-07-23,
108,1208,16800.0,debt_consolidation,2027-09-20,
109,2583,11100.0,other,2026-07-28,2024-03-26
110,2072,21000.0,debt_consolidation,2027-11-27,
111,1074,6800.0,debt_consolidation,2027-02-09,
112,1894,3000.0,housing-related,2026-11-03,
113,1097,6000.0,credit_card,2026-03-31,
114,183,3900.0,debt_consolidation,2026-09-09,
115,1814,10000.0,other,2026-09-04,2024-12-29
116,3109,20000.0,debt_consolidation,2027-07-14,
117,99,10000.0,debt_consolidation,2026-05-03,2024-08-29
118,2966,8875.0,debt_consolidation,2027-08-24,2024-04-21
119,243,1675.0,debt_consolidation,2027-11-24,
120,3651,12000.0,debt_consolidation,2026-06-13,2024-01-14
121,634,24375.0,housing-related,2026-05-28,2024-03-01
122,1630,19125.0,debt_consolidation,2027-06-09,2024-08-29
123,3808,4000.0,small_business,2027-10-30,
124,385,9175.0,debt_consolidation,2026-01-10,2024-04-23
125,2460,6775.0,other,2026-11-20,2024-08-17
126,795,1625.0,housing-related,2026-10-18,
127,2480,13500.0,debt_consolidation,2027-03-25,2024-07-25
128,3090,6000.0,debt_consolidation,2026-09-12,2024-01-10
129,3284,16800.0,credit_card,2026-09-11,
130,1204,16750.0,educational,2027-12-08,
131,3141,20000.0,housing-related,2026-09-14,2024-04-27
132,166,1500.0,debt_consolidation,2027-04-08,
133,3026,35000.0,housing-related,2026-02-05,
134,1388,6000.0,other,2026-05-16,2024-07-07
135,1483,30000.0,debt_consolidation,2027-12-26,2024-06-17
136,2559,8000.0,debt_consolidation,2026-03-17,2024-07-28
137,2942,10000.0,credit_card,2026-04-22,
138,711,10000.0,debt_consolidation,2027-04-16,
139,1768,20000.0,credit_card,2026-12-28,2024-07-13
140,2069,10375.0,debt_consolidation,2026-03-25,2024-07-02
141,24,2500.0,car,2027-05-13,2024-05-02
142,1391,8450.0,debt_consolidation,2027-12-30,2024-03-03
143,2386,3000.0,other,2027-09-11,
144,1373,10000.0,other,2026-02-26,2024-03-08
145,1245,12000.0,housing-related,2027-08-17,2024-03-07
146,2557,10000.0,debt_consolidation,2027-06-04,
147,549,12000.0,debt_consolidation,2027-03-30,2024-09-30
148,1617,5000.0,debt_consolidation,2027-05-13,2024-11-11
149,1615,15000.0,debt_consolidation,2027-11-11,
150,3291,5000.0,other,2027-10-23,2024-10-29
151,2965,5000.0,other,2026-12-05,2024-07-26
152,612,6000.0,debt_consolidation,2027-08-31,2024-08-16
153,3861,4200.0,vacation,2026-02-15,2024-06-10
154,3070,2000.0,other,2027-09-04,2024-11-26
155,2569,30000.0,debt_consolidation,2026-10-28,2024-05-13
156,2606,14675.0,credit_card,2026-12-09,
157,3293,4200.0,credit_card,2027-01-24,
158,258,24000.0,credit_card,2027-06-13,
159,3172,4950.0,debt_consolidation,2026-10-25,
160,3600,12000.0,debt_consolidation,2026-04-27,
161,3161,10000.0,car,2026-02-27,2024-07-11
162,2902,24250.0,debt_consolidation,2026-10-21,2024-08-25
163,3560,6250.0,credit_card,2027-01-19,2024-10-15
164,3719,9000.0,debt_consolidation,2026-11-11,
165,1664,18000.0,housing-related,2026-03-18,
166,610,14400.0,debt_consolidation,2027-01-03,2024-01-07
167,2610,10000.0,debt_consolidation,2027-10-08,2024-12-27
168,3437,7500.0,debt_consolidation,2026-09-06,2024-01-31
169,2417,15000.0,small_business,2027-08-20,
170,1026,19125.0,debt_consolidation,2027-01-06,
171,3527,3500.0,credit_card,2026-05-29,2024-03-02
172,3722,10000.0,wedding,2026-10-30,2024-11-15
173,2725,35000.0,credit_card,2026-08-22,2024-09-16
174,357,3200.0,other,2026-11-04,2024-10-26
175,324,13000.0,debt_consolidation,2026-06-28,2024-11-04
176,1190,25475.0,debt_consolidation,2026-08-26,2024-03-01
177,2868,5000.0,debt_consolidation,2026-09-26,
178,2741,10000.0,housing-related,2027-05-21,
179,3290,6725.0,debt_consolidation,2026-04-28,
180,3051,10000.0,credit_card,2026-08-03,
181,554,20000.0,debt_consolidation,2026-02-17,
182,3699,13600.0,credit_card,2026-05-21,2024-09-16
183,2533,9450.0,credit_card,2026-01-03,2024-07-24
184,3455,29000.0,debt_consolidation,2026-09-17,
185,2302,21000.0,debt_consolidation,2027-03-28,
186,3864,12500.0,debt_consolidation,2027-08-11,2024-07-26
187,574,,debt_consolidation,2027-06-17,2024-08-27
188,3470,1200.0,credit_card,2026-01-23,2024-04-19
189,1428,13000.0,housing-related,2026-12-28,
190,2563,4000.0,debt_consolidation,2026-11-27,
191,3947,15500.0,housing-related,2027-11-15,2024-12-17
192,3675,14000.0,credit_card,2026-05-21,2024-08-14
193,3783,12000.0,credit_card,2026-11-06,
194,2066,18500.0,credit_card,2026-05-06,
195,342,10000.0,debt_consolidation,2026-04-06,2024-10-26
196,666,3000.0,small_business,2026-01-24,2024-03-06
197,2162,16800.0,debt_consolidation,2026-06-15,
198,869,28200.0,credit_card,2027-06-25,2024-06-08
199,1938,4800.0,debt_consolidation,2026-04-14,2024-06-15
200,3832,7000.0,debt_consolidation,2027-07-18,
201,2434,17000.0,vacation,2027-06-02,
202,1890,10200.0,debt_consolidation,2027-02-08,
203,2733,6000.0,debt_consolidation,2026-11-16,
204,1500,26500.0,small_business,2027-12-14,2024-06-21
205,2503,12800.0,debt_consolidation,2026-02-21,2024-05-10
206,1039,6000.0,car,2026-05-06,
207,2078,10750.0,debt_consolidation,2027-02-04,
208,1487,9750.0,major_purchase,2026-01-21,2024-03-30
209,358,10000.0,debt_consolidation,2027-09-27,
210,2952,4800.0,debt_consolidation,2027-01-27,
211,2304,7200.0,credit_card,2027-08-21,
212,288,9100.0,other,2027-08-03,2024-09-23
213,707,25000.0,housing-related,2026-06-09,2024-05-28
214,2412,20000.0,debt_consolidation,2026-09-13,2024-03-05
215,3943,20000.0,debt_consolidation,2026-05-20,2024-02-03
216,2331,17350.0,debt_consolidation,2026-04-20,2024-08-07
217,2838,12375.0,credit_card,2026-09-12,2024-06-02
218,2860,14400.0,wedding,2027-06-01,2024-10-01
219,3570,12000.0,debt_consolidation,2026-04-13,
220,687,15000.0,debt_consolidation,2027-09-23,2024-03-31
221,3617,31825.0,debt_consolidation,2027-03-01,
222,1503,3700.0,debt_consolidation,2026-08-28,2024-09-05
223,2382,7000.0,credit_card,2026-04-24,2024-10-02
224,1666,20000.0,credit_card,2026-11-21,2024-11-08
225,1688,15000.0,other,2026-11-22,2024-01-21
226,274,10000.0,credit_card,2027-01-19,2024-03-14
227,3270,15000.0,debt_consolidation,2026-02-12,2024-07-12
228,3819,12000.0,other,2027-01-18,
229,1466,16750.0,credit_card,2026-11-23,
230,812,1500.0,other,2027-01-12,
231,758,3000.0,credit_card,2026-12-07,2024-12-28
232,3760,6000.0,debt_consolidation,2026-04-26,2024-08-10
233,3951,12000.0,wedding,2027-10-19,
234,1857,11500.0,debt_consolidation,2027-07-31,2024-04-25
235,2200,15000.0,debt_consolidation,2027-06-28,2024-05-15
236,1465,10000.0,debt_consolidation,2026-03-10,
237,2915,21000.0,major_purchase,2026-12-18,2024-11-21
238,3680,6000.0,debt_consolidation,2027-10-30,2024-01-15
239,1044,4800.0,other,2026-10-08,2024-09-04
240,2737,15000.0,car,2027-06-20,2024-01-06
241,468,7000.0,other,2027-02-25,2024-12-08
242,658,30000.0,credit_card,2026-01-03,2024-07-05
243,3317,3700.0,major_purchase,2026-08-08,2024-11-25
244,3364,15000.0,major_purchase,2026-05-07,2024-09-25
245,1602,7200.0,housing-related,2026-04-11,2024-02-19
246,2034,5500.0,housing-related,2027-03-19,2024-10-16
247,1063,10000.0,credit_card,2027-08-04,2024-03-06
248,2247,15000.0,debt_consolidation,2026-03-31,
249,122,2500.0,debt_consolidation,2027-04-12,
250,1704,12100.0,debt_consolidation,2027-07-15,2024-04-08
251,2115,12000.0,credit_card,2027-11-28,2024-06-24
252,1464,2200.0,major_purchase,2026-01-09,2024-01-23
253,1132,19125.0,debt_consolidation,2027-10-30,
254,3736,2000.0,debt_consolidation,2027-08-21,2024-08-27
255,2729,30000.0,housing-related,2027-02-24,2024-02-14
256,3475,16750.0,wedding,2027-06-03,2024-07-04
257,401,12000.0,medical,2026-07-17,
258,1077,25000.0,debt_consolidation,2026-12-22,
259,3946,31050.0,major_purchase,2027-11-03,
260,3076,11500.0,small_business,2027-06-12,
261,920,8000.0,debt_consolidation,2027-01-28,2024-01-05
262,1398,12000.0,housing-related,2027-08-25,2024-02-03
263,3361,18000.0,debt_consolidation,2026-11-22,2024-11-12
264,2931,3250.0,debt_consolidation,2027-09-07,2024-07-31
265,1162,10000.0,debt_consolidation,2026-09-04,2024-04-08
266,1836,3000.0,credit_card,2026-11-06,2024-02-27
267,1297,2500.0,housing-related,2026-11-14,2024-03-01
268,1133,14000.0,housing-related,2026-05-03,2024-01-02
269,2825,12000.0,housing-related,2027-02-15,2024-05-11
270,1610,10000.0,debt_consolidation,2027-02-23,2024-11-13
271,3803,7000.0,wedding,2026-03-24,
272,3438,10000.0,other,2027-08-21,2024-11-05
273,1121,10000.0,housing-related,2026-12-26,
274,35,4000.0,credit_card,2026-12-16,2024-10-04
275,3834,6000.0,credit_card,2026-06-02,2024-04-25
276,2866,19800.0,other,2026-04-30,
277,289,10000.0,credit_card,2027-08-26,
278,1730,12000.0,debt_consolidation,2026-04-14,2024-04-04
279,1383,17600.0,debt_consolidation,2027-07-05,2024-01-14
280,23,11000.0,debt_consolidation,2027-11-30,
281,60,10000.0,debt_consolidation,2027-06-21,2024-01-01
282,1971,12000.0,debt_consolidation,2027-03-03,2024-06-17
283,3935,2500.0,debt_consolidation,2026-07-21,2024-04-17
284,2971,24000.0,credit_card,2027-07-16,
285,1667,17500.0,debt_consolidation,2026-11-07,
286,392,7200.0,other,2026-06-26,2024-02-25
287,996,19600.0,debt_consolidation,2027-09-14,2024-02-13
288,2338,20000.0,debt_consolidation,2026-12-22,2024-11-13
289,968,14400.0,credit_card,2027-03-28,
290,1203,14000.0,debt_consolidation,2026-01-16,2024-02-05
291,467,15000.0,credit_card,2027-12-03,2024-01-08
292,2245,10050.0,housing-related,2027-08-22,
293,3626,5000.0,debt_consolidation,2027-10-25,2024-04-11
294,1171,10750.0,debt_consolidation,2026-12-20,2024-05-24
295,3669,8000.0,debt_consolidation,2027-04-06,
296,3194,12000.0,debt_consolidation,2026-09-23,2024-08-26
297,933,7200.0,debt_consolidation,2026-06-29,
298,746,11875.0,debt_consolidation,2026-07-10,2024-07-28
299,3392,6000.0,debt_consolidation,2026-02-13,2024-06-11
300,2348,35000.0,debt_consolidation,2027-08-18,
301,347,11200.0,housing-related,2027-03-16,2024-11-10
302,2487,25000.0,housing-related,2027-01-19,
303,2564,15000.0,vacation,2027-01-02,
304,2578,20000.0,credit_card,2026-01-03,2024-01-05
305,272,12000.0,housing-related,2027-08-09,2024-12-31
306,3249,10850.0,credit_card,2026-02-24,
307,2119,5000.0,credit_card,2026-08-23,2024-08-11
308,208,10000.0,debt_consolidation,2027-04-23,2024-04-21
309,2093,10450.0,debt_consolidation,2026-07-15,2024-10-14
310,1959,10375.0,debt_consolidation,2026-04-15,2024-09-17
311,2576,3200.0,credit_card,2026-06-27,2024-12-19
312,3743,27000.0,major_purchase,2026-04-11,
313,3440,12700.0,debt_consolidation,2026-05-04,2024-06-12
314,3085,9450.0,debt_consolidation,2026-12-12,
315,548,24000.0,debt_consolidation,2026-09-22,
316,3748,7000.0,debt_consolidation,2027-08-09,2024-06-13
317,423,22500.0,debt_consolidation,2026-02-24,2024-09-29
318,1723,8500.0,other,2027-02-14,2024-07-19
319,3918,16000.0,housing-related,2027-01-14,2024-08-23
320,3775,10000.0,other,2027-08-23,
321,2526,8000.0,credit_card,2026-05-16,2024-04-14
322,2082,7925.0,debt_consolidation,2027-12-05,
323,809,15000.0,debt_consolidation,2027-12-19,
324,891,7750.0,housing-related,2026-03-07,2024-02-06
325,699,3200.0,credit_card,2027-10-23,
326,3435,13000.0,debt_consolidation,2026-12-16,2024-11-24
327,888,15000.0,credit_card,2026-01-23,2024-08-26
328,3525,15000.0,small_business,2027-06-30,
329,2603,5000.0,credit_card,2026-04-01,
330,51,5500.0,debt_consolidation,2027-09-01,
331,1393,10500.0,debt_consolidation,2027-10-26,2024-05-27
332,2101,5000.0,credit_card,2026-12-07,
333,82,6000.0,credit_card,2027-11-07,2024-02-12
334,1304,2000.0,debt_consolidation,2026-12-09,
335,1100,8000.0,car,2026-10-29,
336,1397,8000.0,debt_consolidation,2026-03-15,2024-02-18
337,1835,12000.0,wedding,2027-02-03,2024-10-15
338,1844,28000.0,debt_consolidation,2026-09-11,2024-02-14
339,849,3500.0,debt_consolidation,2026-03-22,2024-03-13
340,926,15000.0,debt_consolidation,2027-11-20,
341,2749,6000.0,credit_card,2026-07-26,
342,637,5000.0,car,2026-10-14,2024-11-24
343,2584,28000.0,debt_consolidation,2027-12-16,
344,2662,4200.0,debt_consolidation,2027-02-02,2024-04-17
345,1237,18000.0,wedding,2027-07-31,
346,1069,16200.0,debt_consolidation,2027-08-16,2024-12-09
347,228,15000.0,debt_consolidation,2027-08-03,2024-01-19
348,1925,9000.0,debt_consolidation,2026-06-26,2024-02-18
349,2707,8500.0,debt_consolidation,2027-04-03,2024-02-29
350,3778,6000.0,credit_card,2027-09-29,2024-05-07
351,425,18000.0,debt_consolidation,2026-09-04,2024-11-02
352,3594,16000.0,debt_consolidation,2026-05-07,2024-05-28
353,3352,20675.0,debt_consolidation,2026-08-17,2024-11-15
354,114,10450.0,debt_consolidation,2027-02-10,
355,3931,5650.0,credit_card,2026-08-15,
356,537,6075.0,other,2026-01-17,2024-02-26
357,97,25000.0,debt_consolidation,2026-09-23,
358,3005,16000.0,credit_card,2027-11-27,
359,2443,35000.0,debt_consolidation,2026-10-27,2024-06-16
360,2619,7125.0,credit_card,2027-02-10,2024-12-01
361,2927,2400.0,credit_card,2027-12-11,2024-06-24
362,1919,9000.0,debt_consolidation,2027-03-15,
363,2085,10000.0,housing-related,2027-01-09,2024-01-13
364,194,20000.0,debt_consolidation,2027-02-20,2024-04-19
365,3313,6000.0,debt_consolidation,2027-04-02,2024-07-16
366,1795,20000.0,debt_consolidation,2027-12-08,
367,3407,14000.0,credit_card,2027-11-17,2024-12-24
368,3785,10000.0,debt_consolidation,2026-07-14,2024-12-19
369,3016,6000.0,debt_consolidation,2027-09-10,
370,3709,1775.0,debt_consolidation,2027-01-25,2024-06-18
371,2819,35000.0,housing-related,2026-03-08,2024-12-05
372,410,6000.0,debt_consolidation,2026-10-31,
373,1973,10000.0,other,2027-02-07,2024-07-17
374,112,11200.0,vacation,2027-06-22,2024-09-30
375,3916,24000.0,debt_consolidation,2026-08-20,2024-07-20
376,797,6000.0,other,2027-11-25,
377,2193,32000.0,debt_consolidation,2027-08-18,2024-01-27
378,1891,14000.0,debt_consolidation,2026-04-01,
379,210,24000.0,debt_consolidation,2026-05-30,
380,1471,8000.0,debt_consolidation,2026-09-27,2024-08-26
381,1514,4550.0,debt_consolidation,2026-06-22,
382,1197,12000.0,debt_consolidation,2026-07-17,2024-06-16
383,1771,12000.0,debt_consolidation,2026-03-23,2024-12-19
384,1117,4750.0,other,2027-01-20,
385,850,8000.0,housing-related,2027-12-28,
386,179,8000.0,debt_consolidation,2026-11-22,2024-11-29
387,2218,22500.0,major_purchase,2027-08-02,2024-07-06
388,2248,10000.0,major_purchase,2027-01-02,2024-02-24
389,3529,35000.0,debt_consolidation,2026-12-28,2024-09-30
390,957,10000.0,medical,2026-09-21,2024-11-03
391,659,10000.0,vacation,2026-06-17,
392,1321,10200.0,other,2027-12-18,2024-07-07
393,3634,16000.0,wedding,2027-12-24,
394,3992,16500.0,debt_consolidation,2027-09-19,2024-07-17
395,3110,9000.0,debt_consolidation,2026-03-01,2024-05-10
396,769,5400.0,debt_consolidation,2026-10-31,2024-09-26
397,3562,9800.0,debt_consolidation,2026-07-21,2024-08-14
398,545,3000.0,debt_consolidation,2026-05-08,2024-06-12
399,2802,5000.0,credit_card,2026-04-17,2024-12-29
400,1972,10000.0,other,2027-06-30,2024-12-13
401,2276,20000.0,car,2026-06-03,
402,3607,3000.0,credit_card,2027-02-25,2024-02-07
403,2457,30000.0,debt_consolidation,2026-05-03,2024-01-01
404,2485,5000.0,other,2026-06-27,2024-11-28
405,3744,30000.0,car,2027-05-01,2024-06-18
406,765,20000.0,credit_card,2027-12-07,2024-06-17
407,1413,5000.0,debt_consolidation,2026-04-06,2024-04-12
408,3534,20000.0,major_purchase,2027-10-11,2024-08-31
409,2197,9000.0,debt_consolidation,2027-11-29,
410,757,2500.0,debt_consolidation,2026-03-09,2024-10-26
411,1659,15000.0,credit_card,2027-11-05,
412,901,21000.0,small_business,2026-10-26,2024-12-30
413,2470,6000.0,other,2026-04-11,2024-04-23
414,3664,5000.0,debt_consolidation,2027-02-05,2024-01-06
415,515,13000.0,debt_consolidation,2026-05-05,
416,555,20000.0,debt_consolidation,2026-05-10,
417,3997,19750.0,debt_consolidation,2026-04-04,2024-08-29
418,3654,16475.0,other,2026-03-13,2024-05-20
419,2992,18550.0,debt_consolidation,2027-09-17,
420,2285,6000.0,debt_consolidation,2027-04-03,2024-01-29
421,1930,16450.0,credit_card,2027-08-22,2024-08-05
422,2067,5000.0,debt_consolidation,2027-11-30,2024-10-14
423,50,18000.0,debt_consolidation,2026-08-27,2024-11-08
424,329,10000.0,major_purchase,2027-06-25,2024-10-31
425,2529,7125.0,credit_card,2026-07-12,
426,3469,12000.0,debt_consolidation,2027-07-22,2024-09-09
427,733,20000.0,housing-related,2027-03-29,2024-06-06
428,2327,9750.0,debt_consolidation,2027-03-06,2024-07-15
429,798,15000.0,debt_consolidation,2026-09-06,
430,2534,5400.0,housing-related,2026-02-18,2024-08-31
431,3938,15300.0,small_business,2026-03-31,
432,2393,6400.0,housing-related,2027-03-20,
433,36,3600.0,credit_card,2027-10-28,2024-12-29
434,2608,10625.0,credit_card,2026-09-18,
435,2036,4500.0,debt_consolidation,2027-07-24,
436,2217,18000.0,debt_consolidation,2027-03-12,2024-07-29
437,2409,9600.0,debt_consolidation,2027-03-31,2024-06-30
438,2818,27925.0,debt_consolidation,2026-11-29,2024-04-23
439,3891,4000.0,debt_consolidation,2026-07-16,2024-04-25
440,3867,10800.0,housing-related,2026-07-16,
441,3480,6000.0,educational,2026-10-29,
442,2724,2000.0,housing-related,2026-10-03,2024-11-17
443,3092,16000.0,debt_consolidation,2026-03-05,2024-08-10
444,2888,25450.0,other,2026-07-26,2024-02-07
445,1631,6000.0,debt_consolidation,2026-11-24,
446,620,30000.0,debt_consolidation,2026-12-23,2024-04-09
447,3303,23300.0,major_purchase,2027-04-15,
448,3558,2400.0,major_purchase,2026-03-16,
449,3164,4200.0,major_purchase,2026-07-30,
450,3003,7500.0,car,2026-01-20,2024-10-17
451,706,9000.0,debt_consolidation,2026-06-18,2024-06-27
452,2768,2500.0,debt_consolidation,2027-04-09,2024-06-19
453,1179,7900.0,debt_consolidation,2026-01-13,
454,1541,5500.0,credit_card,2027-07-21,2024-11-09
455,3661,8800.0,debt_consolidation,2027-02-26,2024-06-17
456,2577,4200.0,debt_consolidation,2026-07-07,2024-02-18
457,684,21850.0,credit_card,2027-10-28,2024-06-11
458,1683,7750.0,housing-related,2026-01-12,2024-02-26
459,1830,11000.0,debt_consolidation,2026-08-24,2024-07-22
460,1671,8500.0,credit_card,2026-04-24,
461,3257,12000.0,housing-related,2026-10-11,
462,1108,16000.0,debt_consolidation,2026-01-01,2024-01-27
463,1834,6000.0,credit_card,2026-05-22,2024-08-03
464,2373,4800.0,credit_card,2027-09-06,2024-07-13
465,2828,8000.0,credit_card,2027-12-09,
466,3976,6000.0,debt_consolidation,2026-09-23,2024-05-29
467,3048,3200.0,credit_card,2027-12-19,2024-03-21
468,3516,6000.0,debt_consolidation,2026-01-09,
469,2006,20000.0,debt_consolidation,2027-10-11,2024-12-21
470,1085,35000.0,debt_consolidation,2026-09-29,2024-11-13
471,3154,17500.0,debt_consolidation,2027-05-27,2024-09-25
472,2419,8800.0,other,2026-08-12,
473,649,10000.0,debt_consolidation,2026-05-03,
474,2278,14000.0,debt_consolidation,2027-04-15,
475,3508,8800.0,debt_consolidation,2027-12-18,2024-03-15
476,3248,10000.0,other,2026-08-23,2024-07-28
477,3247,4800.0,debt_consolidation,2027-07-22,
478,1756,12800.0,credit_card,2027-05-08,2024-03-20
479,3345,12800.0,debt_consolidation,2027-05-25,2024-12-13
480,3727,10000.0,other,2026-12-07,2024-09-25
481,2244,10000.0,debt_consolidation,2026-12-19,2024-08-03
482,1585,21000.0,credit_card,2026-05-21,2024-06-03
483,1049,10000.0,credit_card,2027-03-28,2024-07-17
484,3379,17400.0,housing-related,2027-09-29,2024-08-20
485,3872,4000.0,major_purchase,2026-04-01,
486,3457,8500.0,vacation,2027-03-23,
487,1843,12000.0,debt_consolidation,2026-10-08,2024-11-11
488,2361,10000.0,debt_consolidation,2026-10-10,2024-03-12
489,1320,8000.0,debt_consolidation,2026-08-16,2024-01-18
490,2760,15000.0,small_business,2027-08-31,2024-10-28
491,196,16000.0,credit_card,2026-12-20,2024-09-28
492,755,10000.0,small_business,2026-08-24,2024-04-20
493,1820,10000.0,credit_card,2026-09-29,2024-08-30
494,3026,9600.0,debt_consolidation,2027-05-17,
495,2451,3000.0,debt_consolidation,2026-08-30,2024-02-23
496,2815,30000.0,debt_consolidation,2027-06-17,2024-11-06
497,959,10000.0,small_business,2027-12-01,
498,300,3900.0,small_business,2027-05-06,
499,2468,6000.0,small_business,2027-05-27,2024-03-09
500,3184,19125.0,major_purchase,2027-07-28,2024-05-17
501,1059,21000.0,other,2027-01-07,2024-11-22
502,1705,12000.0,credit_card,2026-03-13,2024-08-14
503,673,12000.0,debt_consolidation,2026-08-30,
504,172,6000.0,debt_consolidation,2027-05-11,
505,1753,35000.0,credit_card,2027-10-23,2024-03-30
506,2702,20000.0,debt_consolidation,2026-09-23,
