customer_id,age,job,marital,education,default,balance,debt,income,tenure,nps,dependents,customer_lifetime_value
380,30,housemaid,single,primary,1,-829.26,10316.69,1724.81,19,10,1,236.3
643,26,retired,married,secondary,1,-815.48,10439.82,956.12,19,9,2,269.41
154,43,unemployed,married,primary,1,-813.62,7023.55,1178.18,37,8,2,343.97
462,32,unemployed,married,tertiary,1,-807.21,52984.28,593.73,29,10,1,226.11
325,29,unemployed,married,secondary,1,-799.11,53307.03,1201.04,25,9,3,230.53
180,26,retired,married,secondary,1,-790.89,19066.36,685.9,13,6,4,245.06
280,33,retired,married,secondary,1,-789.62,10419.94,1859.02,36,9,4,261.78
554,32,student,married,secondary,1,-758.48,55464.45,1129.88,32,10,4,261.44
468,26,student,single,secondary,1,-756.9,64763.9,757.9,25,6,3,277.13
41,32,student,married,tertiary,1,-752.7,231368.7,1044.43,25,0,0,260.82
369,31,retired,single,secondary,1,-736.81,4734.99,1391.34,29,9,1,249.59
98,20,retired,single,primary,1,-727.94,14994.95,1162.53,36,10,4,131.49
337,44,student,married,tertiary,1,-721.7,17849.32,1680.29,30,10,2,387.49
14,32,retired,married,secondary,1,-719.13,21617.11,954.32,26,2,3,283.43
156,30,student,married,primary,1,-712.77,10838.42,1458.33,21,0,2,255.53
274,32,retired,single,tertiary,1,-707.33,37426.04,1230.11,36,9,1,227.34
279,40,unemployed,married,unknown,1,-706.28,21432.22,1461.62,34,10,5,285.06
132,43,student,divorced,secondary,1,-704.84,17842.6,1739.28,30,10,0,327.21
191,37,student,married,tertiary,1,-687.71,5607.28,1186.21,25,10,3,354.82
559,28,student,single,primary,1,-674.23,23987.18,1047.74,31,0,4,267.42
611,35,retired,married,secondary,1,-673.81,45374.6,923.26,32,3,1,292.46
137,40,student,married,tertiary,1,-670.23,5985.56,757.17,38,1,1,347.19
580,26,student,married,secondary,1,-662.41,15596.27,1405.86,22,9,2,251.04
512,34,retired,married,secondary,1,-654.4,14339.04,1280.04,27,0,2,232.84
118,26,student,married,tertiary,1,-653.1,12021.5,1820.13,22,8,2,232.29
356,35,housemaid,single,tertiary,1,-652.67,29501.89,1224.03,36,7,1,323.01
491,29,housemaid,single,tertiary,1,-651.66,15336.9,1351.04,36,9,0,285.11
416,32,student,married,secondary,1,-650.94,9088.0,1201.13,36,5,1,282.7
510,25,unemployed,single,tertiary,1,-641.58,13316.46,367.97,17,7,5,266.05
202,34,retired,married,tertiary,1,-639.25,108410.9,862.8,27,10,3,242.37
24,60,retired,married,tertiary,1,-637.35,14948.24,1321.34,47,10,3,410.43
63,38,retired,married,secondary,1,-635.96,33987.82,799.37,36,6,2,374.22
519,28,unemployed,single,tertiary,1,-631.9,22700.26,1155.56,36,10,2,298.02
475,33,retired,single,primary,1,-623.26,90071.32,1442.53,26,10,2,298.71
476,27,unemployed,married,primary,1,-608.4,16142.07,1439.59,36,3,2,277.28
482,45,retired,single,secondary,1,-600.13,15898.12,1095.45,34,5,3,496.08
477,34,unemployed,married,unknown,1,-590.39,12506.15,994.76,36,10,3,225.73
362,28,student,married,unknown,1,-579.33,179287.3,1314.69,17,10,3,269.76
434,32,retired,single,unknown,1,-576.68,9564.53,1643.18,36,8,3,292.29
547,47,student,married,secondary,1,-571.87,58952.85,1602.38,34,10,3,452.3
615,49,student,married,secondary,1,-569.98,19093.7,1748.8,40,8,3,489.19
248,43,unemployed,married,tertiary,1,-568.67,41646.62,1581.41,30,0,1,344.83
348,30,retired,married,tertiary,1,-556.42,49401.76,1524.07,36,10,4,235.86
470,24,housemaid,divorced,secondary,1,-555.49,9216.19,1318.63,16,8,1,175.38
299,49,housemaid,married,tertiary,1,-555.3,20173.64,1734.34,31,1,4,460.89
240,46,unemployed,married,tertiary,1,-552.53,92789.7,1273.5,38,10,1,412.3
269,30,retired,married,primary,1,-545.03,27469.91,1247.04,18,10,3,225.66
177,26,student,married,secondary,1,-541.54,8419.53,1503.7,21,8,1,272.2
388,32,unemployed,married,secondary,1,-540.81,19848.26,1215.36,23,8,1,248.22
123,42,student,single,primary,1,-538.7,35459.27,1390.36,35,8,3,371.62
590,32,unemployed,single,secondary,1,-534.18,22963.17,1594.85,21,8,4,279.23
374,32,unemployed,single,tertiary,1,-534.12,28053.52,1566.41,30,2,4,252.71
405,42,student,married,secondary,1,-531.5,11372.09,1268.66,30,10,4,341.94
640,24,unemployed,married,primary,1,-526.83,16544.76,1150.99,15,8,0,124.07
521,47,retired,married,tertiary,1,-524.52,35064.18,1205.38,33,6,0,405.03
71,35,retired,married,primary,1,-524.34,122683.06,889.29,28,10,0,334.97
79,21,retired,single,tertiary,1,-518.93,17805.79,1171.11,16,0,5,216.25
333,22,student,single,secondary,1,-504.6,7155.67,1578.7,16,9,3,182.19
613,20,unemployed,single,secondary,1,-502.72,9852.66,1459.19,11,10,4,101.17
208,32,retired,married,tertiary,1,-499.34,3604.53,1227.5,21,7,1,251.27
435,49,retired,single,tertiary,1,-493.74,4395.15,786.28,36,0,3,474.03
596,53,unemployed,single,secondary,1,-485.46,11793.15,1237.62,37,3,1,470.38
151,40,student,single,secondary,1,-477.69,28948.23,1772.6,36,7,1,320.21
311,29,blue-collar,married,secondary,1,-474.46,16139.94,2130.02,24,10,4,229.94
443,22,retired,single,tertiary,1,-470.56,35591.92,1954.98,17,6,2,157.3
189,50,retired,married,tertiary,1,-469.3,14826.55,1324.43,37,10,5,447.12
331,32,student,married,secondary,1,-468.38,29397.53,625.99,29,2,4,246.79
403,32,unemployed,single,secondary,1,-466.56,19509.09,1393.7,36,9,3,242.82
141,35,unemployed,married,secondary,1,-463.45,10794.63,1562.81,16,10,3,374.55
537,19,housemaid,single,secondary,1,-463.4,49392.81,1145.56,13,9,2,248.23
256,38,unemployed,married,secondary,1,-461.15,12945.31,1178.31,36,10,2,327.41
167,23,student,married,tertiary,1,-460.74,34810.23,918.83,36,10,3,105.09
65,27,housemaid,married,secondary,1,-460.41,57728.97,1459.4,12,5,2,234.54
291,19,unemployed,single,secondary,1,-460.12,38136.31,1400.88,11,1,2,140.05
211,43,housemaid,married,secondary,1,-455.03,23807.11,1163.4,32,7,4,286.88
166,22,student,single,secondary,1,-454.4,1444.97,1544.03,36,10,2,74.32
175,26,housemaid,married,secondary,1,-453.99,107850.06,1352.8,18,10,4,295.88
190,33,student,single,secondary,1,-452.37,173000.18,1356.71,24,2,1,261.62
483,40,student,married,secondary,1,-451.91,89520.7,1274.35,33,4,2,312.85
453,33,retired,divorced,tertiary,1,-449.9,47722.57,1825.29,25,8,4,249.13
525,44,student,married,tertiary,1,-444.29,39594.87,957.23,36,7,3,321.01
330,26,unemployed,single,tertiary,1,-443.18,8621.76,643.12,18,6,2,239.09
97,45,unemployed,divorced,secondary,1,-441.72,14805.26,1412.48,35,10,1,419.66
242,32,housemaid,single,secondary,1,-441.26,17675.08,1268.24,29,10,4,274.81
116,44,retired,divorced,tertiary,1,-439.24,8554.49,941.92,30,10,0,339.63
224,37,unemployed,divorced,secondary,1,-436.25,8893.18,1810.85,31,10,4,275.26
205,42,housemaid,single,tertiary,1,-432.61,127058.63,1573.59,32,9,0,315.68
412,42,student,single,secondary,1,-430.92,108371.3,1193.41,36,7,0,369.56
610,42,unemployed,single,primary,1,-429.43,12075.49,1737.75,32,9,4,390.21
82,20,student,single,primary,1,-429.39,64215.32,1189.2,36,10,4,105.61
391,25,unemployed,married,secondary,1,-428.35,10380.3,1657.4,16,10,4,234.04
270,35,student,married,secondary,1,-427.58,22304.05,1117.59,28,0,1,343.12
414,46,housemaid,married,secondary,1,-426.22,21285.62,1225.42,41,8,3,418.46
319,34,unemployed,divorced,secondary,1,-424.99,11134.96,1492.1,30,5,1,242.98
538,23,housemaid,married,primary,1,-423.0,16432.98,1170.41,16,10,2,156.29
140,28,unemployed,married,secondary,1,-418.5,34002.55,1503.21,36,8,2,276.09
500,32,unemployed,married,primary,1,-415.54,11975.39,1477.81,27,10,3,230.44
631,34,retired,single,tertiary,1,-415.07,9802.25,1083.16,26,10,3,233.61
527,24,unemployed,married,secondary,1,-410.52,20692.15,1197.27,12,9,3,174.61
73,36,retired,single,tertiary,1,-407.23,22132.37,1407.28,26,8,3,327.33
563,26,retired,married,tertiary,1,-406.81,13567.2,1808.19,17,10,0,228.15
38,48,retired,single,tertiary,1,-396.05,6254.72,1697.47,36,6,3,477.79
292,28,student,single,tertiary,1,-390.18,107196.21,1437.2,25,3,2,295.81
562,37,unemployed,married,primary,1,-389.19,35523.74,1261.96,36,0,2,330.32
35,38,housemaid,married,secondary,1,-386.34,22759.18,1638.6,28,0,2,378.63
345,37,student,married,secondary,1,-384.81,4367.24,1412.7,24,0,2,392.44
346,26,student,married,secondary,1,-384.69,27539.97,1467.83,19,10,2,276.69
33,53,housemaid,married,unknown,1,-380.61,13831.91,1909.33,49,1,2,450.22
400,34,unemployed,married,primary,1,-374.51,65942.29,1208.86,28,10,0,265.68
233,23,housemaid,married,primary,1,-374.46,102382.78,1535.87,22,10,2,137.29
422,19,retired,single,secondary,1,-373.74,85660.71,2005.86,7,10,0,67.82
624,31,housemaid,married,primary,1,-369.76,14637.06,1316.93,25,7,4,230.41
77,21,retired,single,secondary,1,-369.74,44120.53,1437.06,16,9,2,157.33
117,28,retired,married,secondary,1,-367.68,33353.32,1243.62,36,10,3,250.69
425,27,unemployed,married,tertiary,1,-363.69,55901.9,1781.48,36,1,2,271.66
163,45,housemaid,married,tertiary,1,-360.38,26291.01,1294.93,31,10,2,436.21
101,34,housemaid,married,secondary,1,-357.84,11105.62,1492.94,36,10,2,298.55
307,49,housemaid,divorced,tertiary,1,-357.66,53797.27,1437.26,36,7,3,412.85
448,40,retired,married,secondary,1,-357.44,43229.6,1509.56,32,0,4,354.2
250,45,housemaid,married,tertiary,1,-353.14,8419.69,1078.81,37,10,2,445.97
612,22,retired,single,secondary,1,-352.87,16250.32,1911.48,36,0,4,106.39
357,42,retired,married,tertiary,1,-352.07,10965.0,1471.34,33,1,3,302.65
452,44,services,single,secondary,1,-351.38,41854.22,2046.29,37,10,4,340.51
99,31,retired,married,secondary,1,-350.97,32730.89,1880.68,19,4,0,232.51
539,24,housemaid,divorced,tertiary,1,-345.03,28099.25,1660.87,20,10,1,122.97
43,32,services,single,primary,1,-339.05,10266.04,1874.18,16,10,2,229.8
358,38,student,divorced,tertiary,1,-338.99,28465.95,1381.26,30,8,0,279.69
229,42,student,married,secondary,1,-338.8,23266.65,1710.35,29,10,1,360.39
172,33,retired,single,secondary,1,-338.31,29868.28,1344.24,36,10,4,272.82
48,43,unemployed,married,unknown,1,-337.59,14264.55,1949.96,38,8,1,377.44
530,28,housemaid,married,tertiary,1,-336.94,15054.56,1400.81,36,5,0,241.69
108,20,unemployed,single,primary,1,-331.9,29696.66,1776.93,36,4,3,69.52
404,48,unemployed,married,secondary,1,-328.25,15058.67,1606.95,42,8,1,477.62
581,29,student,married,secondary,1,-323.99,90143.01,575.61,12,2,4,263.52
419,33,retired,single,secondary,1,-322.27,9109.75,1156.17,36,8,3,289.16
125,34,unemployed,married,secondary,1,-320.39,20963.02,1965.49,25,10,2,255.7
498,26,unemployed,single,secondary,1,-319.46,15280.2,1908.12,10,1,2,297.09
8,32,services,single,primary,1,-318.57,22267.8,2088.17,26,4,3,270.0
543,32,unemployed,married,secondary,1,-316.85,17482.63,1695.42,24,9,4,284.68
620,43,retired,married,primary,1,-316.49,17890.8,1169.52,36,10,1,366.19
383,31,unemployed,married,tertiary,1,-313.98,100773.11,1321.5,22,0,4,255.25
212,36,student,married,secondary,1,-313.36,12285.43,1602.8,27,6,0,376.62
39,32,unemployed,married,secondary,1,-313.11,69719.77,1500.38,23,8,3,256.97
338,33,unemployed,married,tertiary,1,-307.47,19834.76,1471.24,36,10,2,294.85
323,20,retired,single,tertiary,1,-306.36,162395.55,1252.29,36,1,4,169.63
534,24,student,married,primary,1,-305.23,26331.11,1283.91,27,8,4,149.51
334,30,student,single,secondary,1,-301.77,24805.49,947.92,36,10,1,298.64
594,32,unemployed,married,secondary,1,-301.14,14772.3,1624.69,23,10,1,261.44
359,31,retired,married,primary,1,-300.83,39573.44,770.39,36,5,2,266.3
70,46,unemployed,married,secondary,1,-300.66,73683.82,1734.92,39,0,2,385.43
413,37,student,single,secondary,1,-298.59,15252.41,1360.52,36,10,1,362.82
455,32,student,married,tertiary,1,-297.65,45106.58,1485.62,36,9,3,277.16
546,29,housemaid,single,tertiary,1,-296.88,51904.7,2086.72,24,9,2,264.82
289,20,student,single,secondary,1,-296.69,110562.69,1678.87,11,0,2,103.68
532,22,housemaid,single,secondary,1,-296.14,23956.14,1836.09,12,3,2,235.85
5,32,unemployed,single,secondary,1,-293.25,8077.89,1881.12,21,10,4,231.24
478,24,unemployed,married,tertiary,1,-291.97,44733.87,1625.3,18,6,4,165.26
309,36,retired,divorced,unknown,1,-289.03,50058.95,1407.63,30,3,3,339.4
486,39,unemployed,married,tertiary,1,-288.07,52363.03,1768.67,36,6,2,398.31
618,25,retired,married,secondary,1,-287.15,52486.98,981.39,20,10,3,294.36
221,32,retired,married,primary,1,-286.26,34339.67,1556.76,28,8,3,252.93
501,25,retired,married,tertiary,1,-282.75,24086.01,1578.88,36,9,3,273.04
264,38,housemaid,single,secondary,1,-279.14,17849.53,1305.91,36,8,1,351.19
198,44,retired,married,primary,1,-277.92,16959.52,1805.23,24,9,0,283.52
634,25,housemaid,divorced,secondary,1,-274.7,25085.22,1075.24,18,10,3,287.29
18,34,housemaid,divorced,secondary,1,-273.18,33966.24,1171.16,29,10,2,285.6
253,24,student,married,tertiary,1,-273.06,19743.59,1618.57,16,10,3,131.29
26,40,housemaid,single,secondary,1,-271.96,43404.89,1084.84,33,7,3,354.04
246,32,housemaid,married,secondary,1,-270.25,20245.76,2293.33,36,9,3,238.35
582,25,student,married,tertiary,1,-264.69,15311.98,1563.82,36,10,3,258.61
545,31,services,divorced,primary,1,-264.53,55275.79,2024.74,21,10,2,247.96
318,19,student,single,secondary,1,-264.46,15221.6,2249.88,36,4,5,126.35
29,24,unemployed,single,secondary,1,-263.79,27379.46,1701.86,24,9,0,70.45
560,37,blue-collar,divorced,secondary,1,-262.11,26257.46,2091.53,31,10,1,334.79
471,45,retired,married,tertiary,1,-260.59,7948.57,1027.19,41,9,2,452.87
441,24,student,divorced,secondary,1,-259.18,22758.74,1400.82,21,6,3,107.76
535,32,unemployed,married,tertiary,1,-256.9,39314.17,1161.62,22,9,3,280.15
502,41,unknown,married,primary,1,-255.75,10439.51,2029.35,30,5,2,390.98
327,38,student,single,tertiary,1,-253.84,14904.64,1424.28,28,0,3,300.82
245,32,unemployed,single,tertiary,1,-252.31,4775.19,1402.21,30,10,3,269.99
157,39,retired,married,unknown,1,-251.95,44593.04,952.63,36,8,3,275.45
281,35,unknown,married,tertiary,1,-251.39,22637.75,2266.04,24,9,5,355.34
340,27,unemployed,married,secondary,1,-249.45,77195.78,1702.91,18,10,3,264.69
583,28,housemaid,divorced,secondary,1,-248.79,32362.39,1404.91,36,0,3,225.35
561,42,retired,married,secondary,1,-247.91,68503.38,1652.54,36,5,4,310.3
187,48,unknown,married,primary,1,-246.98,17796.74,2079.92,31,10,2,423.83
603,49,unemployed,married,secondary,1,-246.48,9962.25,1548.92,36,0,1,446.57
556,39,retired,married,tertiary,1,-246.08,13541.37,1718.25,26,8,0,339.85
93,43,blue-collar,married,tertiary,1,-245.94,58130.87,2083.1,32,8,4,387.07
121,29,unknown,single,secondary,1,-244.68,25683.76,2103.09,21,1,3,231.82
109,32,student,married,primary,1,-242.33,17150.43,1244.23,23,10,3,235.85
572,30,services,married,tertiary,1,-242.07,49648.61,2054.38,25,0,3,287.64
286,35,retired,married,primary,1,-237.71,12286.3,1583.9,25,0,4,288.34
306,37,unemployed,married,tertiary,1,-234.57,106870.51,1922.66,25,10,4,354.6
30,48,student,single,secondary,1,-233.94,170751.27,1932.49,46,0,1,457.06
7,40,unemployed,single,tertiary,1,-230.6,19448.22,1702.75,29,2,1,308.13
127,37,student,married,secondary,1,-228.34,8924.31,1467.43,36,9,3,352.51
354,38,housemaid,married,tertiary,1,-226.23,61747.2,1938.93,36,7,3,301.16
112,37,student,married,secondary,1,-225.41,27483.23,1799.28,36,7,5,339.39
352,32,retired,married,tertiary,1,-224.66,8543.63,1109.4,36,5,3,238.05
265,33,student,single,primary,1,-221.28,3750.52,1790.66,36,0,3,282.54
399,29,student,single,primary,1,-220.39,97947.54,1464.64,18,6,3,264.36
541,54,student,single,tertiary,1,-219.25,7767.97,946.82,49,10,4,454.89
595,32,retired,divorced,tertiary,1,-217.42,12542.45,1387.89,34,10,2,290.92
587,35,retired,married,secondary,1,-215.85,12952.62,1330.61,28,9,1,370.74
635,24,student,married,secondary,1,-212.45,61231.66,1488.57,36,6,0,92.48
135,26,unemployed,married,secondary,1,-212.19,32139.25,1493.94,15,8,1,257.56
106,41,housemaid,married,secondary,1,-207.12,35137.82,1298.76,30,4,5,296.68
58,40,unemployed,divorced,secondary,1,-207.03,8054.65,1814.22,36,10,3,337.72
392,31,housemaid,divorced,unknown,1,-206.02,26130.22,1362.16,24,10,2,290.69
31,41,unemployed,single,tertiary,1,-204.58,18003.24,1937.3,36,1,4,394.05
621,29,unemployed,married,tertiary,1,-203.11,44177.69,1366.35,25,0,3,253.97
382,32,student,married,secondary,1,-199.56,62561.28,1962.62,28,6,3,259.77
376,32,housemaid,married,tertiary,1,-199.12,421994.64,1290.04,29,8,3,237.11
417,25,unemployed,divorced,unknown,1,-197.73,61245.46,1380.27,14,10,1,271.69
171,30,housemaid,married,tertiary,1,-195.17,23489.01,1660.72,29,8,2,266.66
322,39,retired,married,unknown,1,-194.47,23513.25,1796.0,32,5,1,348.29
193,27,unemployed,single,secondary,1,-193.58,16200.92,1570.49,23,10,2,297.56
401,47,retired,married,secondary,1,-193.18,14987.46,1111.87,33,1,2,422.8
150,41,blue-collar,married,tertiary,1,-192.48,45655.03,2152.03,30,10,3,345.16
144,38,student,married,secondary,1,-190.76,18940.44,1036.08,25,10,2,362.33
176,30,retired,single,primary,1,-190.4,24827.72,1109.0,36,10,1,246.57
639,32,retired,married,tertiary,1,-189.41,24571.27,1680.16,30,10,1,248.7
460,53,retired,married,secondary,1,-188.6,13049.78,2048.2,35,10,4,402.97
96,30,housemaid,married,secondary,1,-188.37,63906.26,1431.81,33,0,4,254.95
84,19,housemaid,single,secondary,1,-187.35,84690.92,1929.91,11,9,1,122.78
565,20,unemployed,single,secondary,1,-185.97,15449.46,1929.24,36,9,0,242.01
473,36,unemployed,married,secondary,1,-185.74,11432.88,1680.12,32,7,4,322.77
549,32,unemployed,married,secondary,1,-185.27,13389.58,1832.51,29,10,2,268.35
503,44,unknown,married,secondary,1,-184.95,21802.72,2372.95,29,10,3,364.26
305,33,housemaid,married,tertiary,1,-184.07,21668.29,1523.44,36,4,0,252.38
493,34,retired,married,tertiary,1,-184.04,76444.3,1662.33,36,9,4,252.61
373,27,unemployed,married,secondary,1,-182.98,44629.36,1894.99,36,10,0,236.39
575,26,housemaid,married,tertiary,1,-181.58,14542.47,1670.99,21,10,2,288.7
407,32,student,married,secondary,1,-181.16,11976.93,2078.7,36,8,2,264.03
133,33,services,divorced,tertiary,1,-180.25,37272.22,2167.69,22,10,1,229.48
55,34,unemployed,married,tertiary,1,-178.93,26198.39,1188.34,23,10,5,239.66
222,26,retired,married,secondary,1,-176.76,21022.03,1925.31,21,9,2,277.66
2,26,retired,married,unknown,1,-176.05,17805.23,1442.03,36,0,1,231.9
308,24,student,married,secondary,1,-170.26,11321.97,1104.29,36,8,2,98.0
49,41,student,single,secondary,1,-168.87,26627.79,1614.19,29,5,2,384.49
622,24,housemaid,single,primary,1,-168.61,36260.83,1632.15,22,10,2,204.61
213,25,retired,married,secondary,1,-165.4,26229.52,1349.72,19,4,2,281.59
316,53,housemaid,married,tertiary,1,-164.27,30702.14,2078.64,46,10,4,483.15
459,37,student,married,tertiary,1,-163.74,57910.65,2042.54,29,10,4,392.68
273,26,housemaid,married,secondary,1,-162.29,16679.15,1829.02,18,5,5,251.4
531,43,student,single,secondary,1,-158.31,51380.02,1651.91,36,10,2,324.34
381,27,student,married,secondary,1,-156.94,73218.91,2325.17,17,1,3,276.76
296,49,retired,married,tertiary,1,-156.18,8848.2,1579.97,37,10,3,438.17
139,19,unemployed,single,secondary,1,-155.51,29455.7,1898.86,11,1,2,145.96
62,42,unemployed,married,tertiary,1,-155.44,27871.65,1448.44,36,10,4,356.07
451,33,housemaid,married,unknown,1,-154.43,17100.39,1649.61,27,10,2,230.75
302,32,student,single,secondary,1,-152.47,25862.91,1230.67,26,10,4,254.36
454,29,services,single,primary,1,-152.09,22641.76,2339.69,36,8,2,279.82
297,47,blue-collar,married,tertiary,1,-151.79,36117.0,2222.31,41,10,2,459.64
606,31,unemployed,married,tertiary,1,-151.66,48813.64,1099.11,28,10,0,235.29
516,40,unemployed,married,tertiary,1,-151.45,37213.61,1522.8,32,10,3,309.07
90,36,retired,married,tertiary,1,-149.82,7344.96,1370.06,36,5,2,343.29
523,35,retired,married,secondary,1,-149.81,13112.35,1774.26,36,10,5,301.96
395,29,retired,married,primary,1,-149.49,16459.8,1630.67,36,6,2,226.86
235,47,retired,married,tertiary,1,-149.44,2519.08,1499.48,40,9,4,402.95
490,36,housemaid,married,secondary,1,-149.26,9538.35,2167.24,36,4,4,385.69
397,41,retired,married,secondary,1,-149.21,27433.0,2107.9,36,3,5,316.25
607,19,unemployed,single,tertiary,1,-148.27,27735.43,1628.55,6,8,0,135.68
