customer_id,income,balance,customer_lifetime_value,debt,tenure,credit_default,days_from_last_transaction,avg_transaction_amt,num_transactions,digital_engagement_score,total_products_owned,transaction_freq,segment
393,1424.28,-339.05,295.24,42360.33,24,1,759.0,0.0,0.0,0.38330416145740304,1,0.0,At risk / inactive customers
110,1424.28,-339.05,266.15,11635.3,36,1,8.0,82.51166666666667,6.0,0.2505911769958921,2,0.25,Budget-conscious
153,1424.28,-339.05,86.28,42360.33,21,1,759.0,0.0,0.0,0.4090837649580282,1,0.0,At risk / inactive customers
143,1424.28,-339.05,101.85,14873.82,36,1,244.0,38.62,1.0,0.0,3,0.041666666666666664,Budget-conscious
249,1424.28,-339.05,322.14,22630.59,32,1,183.0,106.15,1.0,0.5711126986961957,3,0.041666666666666664,Budget-conscious
203,1424.28,-339.05,292.33,13696.05,23,1,311.0,88.56666666666666,3.0,0.19765493838185388,0,0.13043478260869565,Budget-conscious
207,1424.28,-339.05,283.07,7654.29,29,1,759.0,0.0,0.0,0.42747276299339165,4,0.0,At risk / inactive customers
11,1424.28,-339.05,278.55,19484.73,23,1,663.0,79.015,2.0,0.244770494731202,1,0.08695652173913043,At risk / inactive customers
194,1424.28,-339.05,396.47,8318.37,43,1,134.0,27.74,1.0,0.3294343449746718,3,0.041666666666666664,Budget-conscious
214,1424.28,-339.05,257.13,7850.72,10,1,759.0,0.0,0.0,0.3700750133952492,3,0.0,At risk / inactive customers
544,1424.28,-339.05,419.82,42360.33,37,1,501.0,18.735,2.0,0.0,1,0.08333333333333333,Budget-conscious
344,1424.28,-339.05,291.29,6755.41,36,1,111.0,88.63499999999999,2.0,0.4922700482228969,4,0.08333333333333333,Budget-conscious
555,1424.28,-339.05,380.4,11905.9,36,1,66.0,23.56,4.0,0.2981961064475799,2,0.16666666666666666,Budget-conscious
398,1424.28,-339.05,288.52,25916.19,36,1,44.0,99.52666666666666,3.0,0.1995320592963029,0,0.125,Budget-conscious
557,1424.28,-339.05,346.25,38809.42,36,1,32.0,83.16,4.0,0.3527558492587962,3,0.16666666666666666,Budget-conscious
300,1424.28,-339.05,272.65,13159.76,20,1,40.0,47.226,5.0,0.0,2,0.25,Budget-conscious
496,1424.28,-339.05,357.47,26715.68,36,1,464.0,54.48,1.0,0.0,2,0.041666666666666664,Budget-conscious
27,1424.28,-339.05,258.45,42360.33,24,1,759.0,0.0,0.0,0.48180567958564025,2,0.0,At risk / inactive customers
184,1424.28,-339.05,360.41,40569.54,25,1,759.0,0.0,0.0,0.4603697088765851,3,0.0,At risk / inactive customers
61,1424.28,-339.05,317.6,32907.32,35,1,759.0,0.0,0.0,0.22737810323272012,2,0.0,At risk / inactive customers
445,1424.28,-339.05,250.61,7664.94,23,1,759.0,0.0,0.0,0.439024825861761,2,0.0,At risk / inactive customers
74,1424.28,-339.05,347.92,42360.33,25,1,759.0,0.0,0.0,0.4042775495624218,2,0.0,At risk / inactive customers
21,1424.28,-339.05,275.9,20043.33,26,1,212.0,107.92666666666666,3.0,0.4252062868369352,1,0.125,Budget-conscious
234,1424.28,-339.05,263.89,32288.98,22,1,759.0,0.0,0.0,0.4851241293088051,3,0.0,At risk / inactive customers
181,1424.28,-339.05,273.93,39709.16,18,1,759.0,0.0,0.0,0.0,1,0.0,At risk / inactive customers
609,1424.28,-339.05,293.1,42360.33,27,1,759.0,0.0,0.0,0.4281800321485979,1,0.0,At risk / inactive customers
220,1424.28,-339.05,289.74,11119.48,25,1,443.0,81.695,2.0,0.14438292552241472,1,0.08333333333333333,Budget-conscious
89,1424.28,-339.05,430.47,42360.33,38,1,759.0,0.0,0.0,0.0,2,0.0,At risk / inactive customers
578,1615.2,-339.05,248.87,10040.48,21,1,759.0,0.0,0.0,0.4347722807644222,2,0.0,At risk / inactive customers
351,1424.28,-339.05,310.98,31356.53,25,1,138.0,99.91666666666667,3.0,0.5990676906590462,4,0.125,Budget-conscious
4,1424.28,-339.05,254.58,9173.99,14,1,94.0,32.894999999999996,2.0,0.5920860868012146,2,0.14285714285714285,Budget-conscious
548,1424.28,-339.05,339.58,42360.33,22,1,14.0,91.89333333333333,3.0,0.6267601357385247,3,0.13636363636363635,Budget-conscious
238,1424.28,-339.05,243.08,37238.46,19,1,759.0,0.0,0.0,0.5296195749240935,1,0.0,At risk / inactive customers
75,1424.28,-339.05,243.98,42360.33,23,1,759.0,0.0,0.0,0.3743454188247901,1,0.0,At risk / inactive customers
310,1424.28,-339.05,242.92,9019.95,28,1,246.0,49.615,2.0,0.6299071262725486,3,0.08333333333333333,Budget-conscious
44,1424.28,-339.05,298.23,6559.22,36,1,759.0,0.0,0.0,0.48415431327022684,4,0.0,At risk / inactive customers
186,1524.99,-339.05,393.05,42360.33,36,1,759.0,0.0,0.0,0.5443632791569923,2,0.0,At risk / inactive customers
440,1424.28,-339.05,119.37,20773.62,13,1,565.0,64.21,1.0,0.40673513127344163,2,0.07692307692307693,Budget-conscious
174,1424.28,-339.05,278.77,42360.33,16,1,759.0,0.0,0.0,0.4490355420610823,4,0.0,At risk / inactive customers
169,1424.28,-339.05,237.82,37379.04,36,1,759.0,0.0,0.0,0.2571923557778175,2,0.0,At risk / inactive customers
72,1424.28,-339.05,261.33,27473.56,23,1,111.0,79.41799999999999,5.0,0.0,5,0.21739130434782608,Budget-conscious
385,1424.28,-339.05,298.46,29303.63,35,1,759.0,0.0,0.0,0.4998053223789963,1,0.0,At risk / inactive customers
349,1424.28,-339.05,366.12,42360.33,36,1,119.0,102.89,3.0,0.0,0,0.125,Budget-conscious
293,1424.28,-339.05,71.07,42360.33,9,1,759.0,0.0,0.0,0.534352562957671,0,0.0,At risk / inactive customers
386,1424.28,-339.05,138.2,13312.11,19,1,459.0,34.72,1.0,0.6027129844615109,1,0.05263157894736842,Budget-conscious
69,1424.28,-339.05,142.65,42360.33,36,1,229.0,44.65,1.0,0.29522236113591716,3,0.041666666666666664,Budget-conscious
364,1424.28,-339.05,281.93,42360.33,27,1,759.0,0.0,0.0,0.4658010358992677,3,0.0,At risk / inactive customers
366,1424.28,-339.05,274.36,5296.85,24,1,759.0,0.0,0.0,0.27754063225576,3,0.0,At risk / inactive customers
160,1424.28,-339.05,258.0,15696.22,36,1,501.0,80.08500000000001,2.0,0.6663582782639756,4,0.08333333333333333,Budget-conscious
192,1424.28,-339.05,232.07,17071.96,36,1,111.0,17.908,5.0,0.2672941596713699,1,0.20833333333333334,Budget-conscious
474,1424.28,-339.05,228.58,42360.33,35,1,759.0,0.0,0.0,0.20142704054295407,2,0.0,At risk / inactive customers
467,1424.28,-339.05,455.66,42360.33,27,1,184.0,20.725,2.0,0.39812109305233073,1,0.08333333333333333,Budget-conscious
320,1424.28,-339.05,135.73,15698.03,12,1,759.0,0.0,0.0,0.47671012680835856,1,0.0,At risk / inactive customers
571,1561.45,-339.05,358.48,16347.38,20,1,200.0,102.07,1.0,0.47802464725843896,3,0.05,Budget-conscious
588,1424.28,-339.05,233.44,26178.68,17,1,759.0,0.0,0.0,0.3971869976781568,1,0.0,At risk / inactive customers
288,1547.97,-339.05,278.22,12799.03,33,1,256.0,120.63,2.0,0.24618503304161457,1,0.08333333333333333,Budget-conscious
637,1424.28,-339.05,381.85,23898.99,35,1,759.0,0.0,0.0,0.0,3,0.0,At risk / inactive customers
558,1424.28,-339.05,372.42,9898.19,36,1,388.0,78.01,2.0,0.0,2,0.08333333333333333,Budget-conscious
600,1424.28,-339.05,295.96,15425.68,26,1,397.0,45.14,2.0,0.4379817824611537,3,0.08333333333333333,Budget-conscious
9,1549.38,-339.05,94.03,21423.03,15,1,759.0,0.0,0.0,0.0,2,0.0,At risk / inactive customers
1,1424.28,-339.05,232.51,28916.28,30,1,759.0,0.0,0.0,0.3294343449746718,3,0.0,At risk / inactive customers
380,1724.81,-339.05,236.3,10316.69,19,1,694.0,245.21,1.0,0.2501928915877835,3,0.05263157894736842,At risk / inactive customers
643,1424.28,-339.05,269.41,10439.82,19,1,759.0,0.0,0.0,0.3611519914270405,1,0.0,At risk / inactive customers
154,1424.28,-339.05,343.97,7023.55,37,1,759.0,0.0,0.0,0.3828058581889623,3,0.0,At risk / inactive customers
462,1424.28,-339.05,226.11,42360.33,29,1,133.0,75.28,1.0,0.5428397928201464,2,0.041666666666666664,Budget-conscious
325,1424.28,-339.05,230.53,42360.33,25,1,89.0,83.225,2.0,0.3858974816931594,2,0.08333333333333333,Budget-conscious
180,1424.28,-339.05,245.06,19066.36,13,1,376.0,10.56,1.0,0.4032255759957135,2,0.07692307692307693,Budget-conscious
280,1859.02,-339.05,261.78,10419.94,36,1,759.0,0.0,0.0,0.5296374352562957,2,0.0,At risk / inactive customers
554,1424.28,-339.05,261.44,42360.33,32,1,87.0,113.76,1.0,0.5898464011430613,1,0.041666666666666664,Budget-conscious
468,1424.28,-339.05,277.13,42360.33,25,1,759.0,0.0,0.0,0.41140560814431143,0,0.0,At risk / inactive customers
41,1424.28,-339.05,260.82,42360.33,25,1,242.0,60.830000000000005,3.0,0.35487765672441507,1,0.125,Budget-conscious
369,1424.28,-339.05,249.59,4734.99,29,1,663.0,51.31,2.0,0.18622075370601893,1,0.08333333333333333,At risk / inactive customers
98,1424.28,-339.05,131.49,14994.95,36,1,759.0,0.0,0.0,0.49395606358278266,2,0.0,At risk / inactive customers
337,1680.29,-339.05,387.49,17849.32,30,1,608.0,158.01333333333332,3.0,0.43018396142168236,2,0.125,Budget-conscious
14,1424.28,-339.05,283.43,21617.11,26,1,759.0,0.0,0.0,0.0,3,0.0,At risk / inactive customers
156,1458.33,-339.05,255.53,10838.42,21,1,759.0,0.0,0.0,0.3424736560100018,1,0.0,At risk / inactive customers
274,1424.28,-339.05,227.34,37426.04,36,1,429.0,93.97,1.0,0.24749062332559385,3,0.041666666666666664,Budget-conscious
279,1461.62,-339.05,285.06,21432.22,34,1,759.0,0.0,0.0,0.3728683693516699,5,0.0,At risk / inactive customers
132,1739.28,-339.05,327.21,17842.6,30,1,759.0,0.0,0.0,0.0,2,0.0,At risk / inactive customers
191,1424.28,-339.05,354.82,5607.28,25,1,759.0,0.0,0.0,0.466245758171102,2,0.0,At risk / inactive customers
559,1424.28,-339.05,267.42,23987.18,31,1,759.0,0.0,0.0,0.28791391319878545,3,0.0,At risk / inactive customers
611,1424.28,-339.05,292.46,42360.33,32,1,759.0,0.0,0.0,0.5011198428290766,2,0.0,At risk / inactive customers
137,1424.28,-339.05,347.19,5985.56,38,1,193.0,65.015,2.0,0.4110966243972138,3,0.08333333333333333,Budget-conscious
580,1424.28,-339.05,251.04,15596.27,22,1,759.0,0.0,0.0,0.0,2,0.0,At risk / inactive customers
512,1424.28,-339.05,232.84,14339.04,27,1,469.0,158.42000000000002,2.0,0.508074656188605,3,0.08333333333333333,Budget-conscious
118,1820.13,-339.05,232.29,12021.5,22,1,759.0,0.0,0.0,0.4685943918556885,2,0.0,At risk / inactive customers
356,1424.28,-339.05,323.01,29501.89,36,1,759.0,0.0,0.0,0.0,2,0.0,At risk / inactive customers
491,1424.28,-339.05,285.11,15336.9,36,1,167.0,72.22,1.0,0.5633148776567244,2,0.041666666666666664,Budget-conscious
416,1424.28,-339.05,282.7,9088.0,36,1,177.0,114.2,4.0,0.5239703518485443,3,0.16666666666666666,Budget-conscious
510,1424.28,-339.05,266.05,13316.46,17,1,352.0,22.54,1.0,0.5965922486158242,1,0.058823529411764705,Budget-conscious
202,1424.28,-339.05,242.37,42360.33,27,1,759.0,0.0,0.0,0.40814073941775314,3,0.0,At risk / inactive customers
24,1424.28,-339.05,410.43,14948.24,47,1,246.0,92.22166666666668,6.0,0.0,1,0.25,Budget-conscious
63,1424.28,-339.05,374.22,33987.82,36,1,100.0,28.45,1.0,0.4254688337203072,2,0.041666666666666664,Budget-conscious
519,1424.28,-339.05,298.02,22700.26,36,1,26.0,32.07,1.0,0.5753384532952313,3,0.041666666666666664,Budget-conscious
475,1442.53,-339.05,298.71,42360.33,26,1,759.0,0.0,0.0,0.16666190391141272,2,0.0,At risk / inactive customers
476,1439.59,-339.05,277.28,16142.07,36,1,283.0,82.542,5.0,0.0,0,0.20833333333333334,Budget-conscious
482,1424.28,-339.05,496.08,15898.12,34,1,759.0,0.0,0.0,0.456951241293088,3,0.0,At risk / inactive customers
477,1424.28,-339.05,225.73,12506.15,36,1,759.0,0.0,0.0,0.3340132166458296,3,0.0,At risk / inactive customers
362,1424.28,-339.05,269.76,42360.33,17,1,759.0,0.0,0.0,0.582927308447937,2,0.0,At risk / inactive customers
434,1643.18,-339.05,292.29,9564.53,36,1,759.0,0.0,0.0,0.4508305054474012,1,0.0,At risk / inactive customers
547,1602.38,-339.05,452.3,42360.33,34,1,759.0,0.0,0.0,0.0,2,0.0,At risk / inactive customers
615,1748.8,-339.05,489.19,19093.7,40,1,759.0,0.0,0.0,0.0,5,0.0,At risk / inactive customers
248,1581.41,-339.05,344.83,41646.62,30,1,143.0,100.825,4.0,0.4871191284157885,2,0.16666666666666666,Budget-conscious
348,1524.07,-339.05,235.86,42360.33,36,1,759.0,0.0,0.0,0.0,0,0.0,At risk / inactive customers
470,1424.28,-339.05,175.38,9216.19,16,1,759.0,0.0,0.0,0.20800142882657616,2,0.0,At risk / inactive customers
299,1734.34,-339.05,460.89,20173.64,31,1,759.0,0.0,0.0,0.4024825861761029,2,0.0,At risk / inactive customers
240,1424.28,-339.05,412.3,42360.33,38,1,16.0,114.16600000000001,5.0,0.24882300410787642,2,0.20833333333333334,Budget-conscious
269,1424.28,-339.05,225.66,27469.91,18,1,759.0,0.0,0.0,0.0,4,0.0,At risk / inactive customers
177,1503.7,-339.05,272.2,8419.53,21,1,759.0,0.0,0.0,0.3058135381318093,2,0.0,At risk / inactive customers
388,1424.28,-339.05,248.22,19848.26,23,1,89.0,109.25,3.0,0.21393998928380065,2,0.13043478260869565,Budget-conscious
123,1424.28,-339.05,371.62,35459.27,35,1,759.0,0.0,0.0,0.2870798356849437,2,0.0,At risk / inactive customers
590,1594.85,-339.05,279.23,22963.17,21,1,592.0,167.59,1.0,0.33079478478299695,2,0.047619047619047616,At risk / inactive customers
374,1566.41,-339.05,252.71,28053.52,30,1,670.0,140.0,1.0,0.5714663332737989,5,0.041666666666666664,At risk / inactive customers
405,1424.28,-339.05,341.94,11372.09,30,1,759.0,0.0,0.0,0.39754063225576,0,0.0,At risk / inactive customers
640,1424.28,-339.05,124.07,16544.76,15,1,759.0,0.0,0.0,0.5914966958385426,0,0.0,At risk / inactive customers
521,1424.28,-339.05,405.03,35064.18,33,1,759.0,0.0,0.0,0.0,1,0.0,At risk / inactive customers
71,1424.28,-339.05,334.97,42360.33,28,1,51.0,107.145,2.0,0.6184729415967136,2,0.08333333333333333,Budget-conscious
79,1424.28,-339.05,216.25,17805.79,16,1,759.0,0.0,0.0,0.2546901232362922,2,0.0,At risk / inactive customers
333,1578.7,-339.05,182.19,7155.67,16,1,759.0,0.0,0.0,0.3828147883550634,1,0.0,At risk / inactive customers
613,1459.19,-339.05,101.17,9852.66,11,1,759.0,0.0,0.0,0.2564582961243079,3,0.0,At risk / inactive customers
208,1424.28,-339.05,251.27,4706.47,21,1,77.0,139.47,2.0,0.6385479549919628,1,0.09523809523809523,Budget-conscious
435,1424.28,-339.05,474.03,4706.47,36,1,759.0,0.0,0.0,0.46398821218074654,4,0.0,At risk / inactive customers
596,1424.28,-339.05,470.38,11793.15,37,1,759.0,0.0,0.0,0.0,3,0.0,At risk / inactive customers
151,1772.6,-339.05,320.21,28948.23,36,1,759.0,0.0,0.0,0.49746561886051077,3,0.0,At risk / inactive customers
311,2130.02,-339.05,229.94,16139.94,24,1,759.0,0.0,0.0,0.6032845150919808,2,0.0,At risk / inactive customers
443,1954.98,-339.05,157.3,35591.92,17,1,228.0,87.05,2.0,0.469065904625826,3,0.11764705882352941,Budget-conscious
189,1424.28,-339.05,447.12,14826.55,37,1,759.0,0.0,0.0,0.38857295945704584,4,0.0,At risk / inactive customers
331,1424.28,-339.05,246.79,29397.53,29,1,759.0,0.0,0.0,0.5344615109841043,1,0.0,At risk / inactive customers
403,1424.28,-339.05,242.82,19509.09,36,1,157.0,165.29,2.0,0.43015717092337913,1,0.08333333333333333,Budget-conscious
141,1562.81,-339.05,374.55,10794.63,16,1,759.0,0.0,0.0,0.4065726022504018,4,0.0,At risk / inactive customers
537,1424.28,-339.05,248.23,42360.33,13,1,643.0,2.0,1.0,0.23679942846936952,2,0.07692307692307693,At risk / inactive customers
256,1424.28,-339.05,327.41,12945.31,36,1,52.0,131.99,3.0,0.35534916949455253,3,0.125,Budget-conscious
167,1424.28,-339.05,105.09,34810.23,36,1,136.0,61.50666666666666,3.0,0.5262189676727986,1,0.125,Budget-conscious
65,1459.4,-339.05,234.54,42360.33,12,1,759.0,0.0,0.0,0.0,1,0.0,At risk / inactive customers
291,1424.28,-339.05,140.05,38136.31,11,1,759.0,0.0,0.0,0.2260814431148419,1,0.0,At risk / inactive customers
211,1424.28,-339.05,286.88,23807.11,32,1,759.0,0.0,0.0,0.5030058939096267,2,0.0,At risk / inactive customers
166,1544.03,-339.05,74.32,4706.47,36,1,325.0,109.25,1.0,0.41783354170387565,0,0.041666666666666664,Budget-conscious
175,1424.28,-339.05,295.88,42360.33,18,1,759.0,0.0,0.0,0.2120092873727451,3,0.0,At risk / inactive customers
190,1424.28,-339.05,261.62,42360.33,24,1,759.0,0.0,0.0,0.5184300767994284,1,0.0,At risk / inactive customers
483,1424.28,-339.05,312.85,42360.33,33,1,759.0,0.0,0.0,0.2632041435970709,4,0.0,At risk / inactive customers
453,1825.29,-339.05,249.13,42360.33,25,1,759.0,0.0,0.0,0.2907429898196106,4,0.0,At risk / inactive customers
525,1424.28,-339.05,321.01,39594.87,36,1,759.0,0.0,0.0,0.31996785140203604,3,0.0,At risk / inactive customers
330,1424.28,-339.05,239.09,8621.76,18,1,311.0,18.21,1.0,0.32752991605643866,1,0.05555555555555555,Budget-conscious
97,1424.28,-339.05,419.66,14805.26,35,1,759.0,0.0,0.0,0.16747812109305232,2,0.0,At risk / inactive customers
242,1424.28,-339.05,274.81,17675.08,29,1,467.0,130.55,1.0,0.4405483121986069,3,0.041666666666666664,Budget-conscious
116,1424.28,-339.05,339.63,8554.49,30,1,163.0,96.67,2.0,0.0,1,0.08333333333333333,Budget-conscious
224,1810.85,-339.05,275.26,8893.18,31,1,759.0,0.0,0.0,0.5287944275763529,3,0.0,At risk / inactive customers
205,1573.59,-339.05,315.68,42360.33,32,1,759.0,0.0,0.0,0.0,3,0.0,At risk / inactive customers
412,1424.28,-339.05,369.56,42360.33,36,1,759.0,0.0,0.0,0.46883907840685835,2,0.0,At risk / inactive customers
610,1737.75,-339.05,390.21,12075.49,32,1,129.0,24.39,1.0,0.6486408287194142,4,0.041666666666666664,Budget-conscious
82,1424.28,-339.05,105.61,42360.33,36,1,759.0,0.0,0.0,0.5119467762100375,2,0.0,At risk / inactive customers
391,1657.4,-339.05,234.04,10380.3,16,1,218.0,209.05,2.0,0.3931702089658867,2,0.125,Budget-conscious
270,1424.28,-339.05,343.12,22304.05,28,1,759.0,0.0,0.0,0.0,3,0.0,At risk / inactive customers
414,1424.28,-339.05,418.46,21285.62,41,1,41.0,141.2925,4.0,0.31539739239149844,1,0.16666666666666666,Budget-conscious
319,1492.1,-339.05,242.98,11134.96,30,1,759.0,0.0,0.0,0.5674584747276299,4,0.0,At risk / inactive customers
538,1424.28,-339.05,156.29,16432.98,16,1,165.0,74.0725,4.0,0.3799767815681372,2,0.25,Budget-conscious
140,1503.21,-339.05,276.09,34002.55,36,1,759.0,0.0,0.0,0.5904357921057332,3,0.0,At risk / inactive customers
500,1477.81,-339.05,230.44,11975.39,27,1,759.0,0.0,0.0,0.0,4,0.0,At risk / inactive customers
631,1424.28,-339.05,233.61,9802.25,26,1,91.0,113.11500000000001,2.0,0.39882836220753703,2,0.08333333333333333,Budget-conscious
527,1424.28,-339.05,174.61,20692.15,12,1,438.0,118.7,1.0,0.1988337203071977,3,0.08333333333333333,Budget-conscious
73,1424.28,-339.05,327.33,22132.37,26,1,36.0,111.655,2.0,0.4422986247544204,1,0.08333333333333333,Budget-conscious
563,1808.19,-339.05,228.15,13567.2,17,1,759.0,0.0,0.0,0.3111180567958564,3,0.0,At risk / inactive customers
38,1697.47,-339.05,477.79,6254.72,36,1,680.0,93.75,1.0,0.49096445793891763,3,0.041666666666666664,At risk / inactive customers
292,1437.2,-339.05,295.81,42360.33,25,1,107.0,79.54,1.0,0.44889980353634573,2,0.041666666666666664,Budget-conscious
562,1424.28,-339.05,330.32,35523.74,36,1,759.0,0.0,0.0,0.3633648865868905,2,0.0,At risk / inactive customers
35,1638.6,-339.05,378.63,22759.18,28,1,107.0,131.798,5.0,0.5403464904447223,2,0.20833333333333334,Budget-conscious
345,1424.28,-339.05,392.44,4706.47,24,1,759.0,0.0,0.0,0.3914109662439721,3,0.0,At risk / inactive customers
346,1467.83,-339.05,276.69,27539.97,19,1,759.0,0.0,0.0,0.4447651366315413,4,0.0,At risk / inactive customers
33,1909.33,-339.05,450.22,13831.91,49,1,759.0,0.0,0.0,0.17525808180032146,2,0.0,At risk / inactive customers
400,1424.28,-339.05,265.68,42360.33,28,1,759.0,0.0,0.0,0.4798928380067869,3,0.0,At risk / inactive customers
233,1535.87,-339.05,137.29,42360.33,22,1,759.0,0.0,0.0,0.22263618503304158,0,0.0,At risk / inactive customers
422,2005.86,-339.05,67.82,42360.33,7,1,759.0,0.0,0.0,0.6000107161993212,1,0.0,At risk / inactive customers
624,1424.28,-339.05,230.41,14637.06,25,1,100.0,80.06,3.0,0.33613502411144847,3,0.125,Budget-conscious
77,1437.06,-339.05,157.33,42360.33,16,1,672.0,71.92,1.0,0.3934059653509555,2,0.0625,At risk / inactive customers
117,1424.28,-339.05,250.69,33353.32,36,1,759.0,0.0,0.0,0.3425826040364351,4,0.0,At risk / inactive customers
425,1781.48,-339.05,271.66,42360.33,36,1,759.0,0.0,0.0,0.4862939810680478,1,0.0,At risk / inactive customers
163,1424.28,-339.05,436.21,26291.01,31,1,759.0,0.0,0.0,0.413000535809966,1,0.0,At risk / inactive customers
101,1492.94,-339.05,298.55,11105.62,36,1,759.0,0.0,0.0,0.26214323986426147,2,0.0,At risk / inactive customers
307,1437.26,-339.05,412.85,42360.33,36,1,759.0,0.0,0.0,0.4001518128237185,3,0.0,At risk / inactive customers
448,1509.56,-339.05,354.2,42360.33,32,1,759.0,0.0,0.0,0.5596785140203607,3,0.0,At risk / inactive customers
250,1424.28,-339.05,445.97,8419.69,37,1,15.0,96.87428571428572,7.0,0.33955349169494553,4,0.2916666666666667,Budget-conscious
612,1911.48,-339.05,106.39,16250.32,36,1,265.0,68.93,1.0,0.39871048401500264,5,0.041666666666666664,Budget-conscious
357,1471.34,-339.05,302.65,10965.0,33,1,284.0,5.69,1.0,0.4435952848722986,1,0.041666666666666664,Budget-conscious
452,2046.29,-339.05,340.51,41854.22,37,1,759.0,0.0,0.0,0.0,4,0.0,At risk / inactive customers
99,1880.68,-339.05,232.51,32730.89,19,1,759.0,0.0,0.0,0.16606358278263975,1,0.0,At risk / inactive customers
539,1660.87,-339.05,122.97,28099.25,20,1,759.0,0.0,0.0,0.2331452045008037,3,0.0,At risk / inactive customers
43,1874.18,-339.05,229.8,10266.04,16,1,759.0,0.0,0.0,0.5182121807465618,2,0.0,At risk / inactive customers
358,1424.28,-338.99,279.69,28465.95,30,1,759.0,0.0,0.0,0.43406501160921596,2,0.0,At risk / inactive customers
229,1710.35,-338.8,360.39,23266.65,29,1,75.0,141.19,7.0,0.23769780317913913,1,0.2916666666666667,Budget-conscious
172,1424.28,-338.31,272.82,29868.28,36,1,258.0,83.49,1.0,0.4648312198606894,3,0.041666666666666664,Budget-conscious
48,1949.96,-337.59,377.44,14264.55,38,1,759.0,0.0,0.0,0.24160564386497588,2,0.0,At risk / inactive customers
530,1424.28,-336.94,241.69,15054.56,36,1,677.0,64.99,2.0,0.2910966243972138,2,0.08333333333333333,At risk / inactive customers
108,1776.93,-331.9,69.52,29696.66,36,1,759.0,0.0,0.0,0.2808322914806215,2,0.0,At risk / inactive customers
404,1606.95,-328.25,477.62,15058.67,42,1,759.0,0.0,0.0,0.364172173602429,3,0.0,At risk / inactive customers
581,1424.28,-323.99,263.52,42360.33,12,1,759.0,0.0,0.0,0.4570333988212181,1,0.0,At risk / inactive customers
419,1424.28,-322.27,289.16,9109.75,36,1,759.0,0.0,0.0,0.2313502411144847,4,0.0,At risk / inactive customers
125,1965.49,-320.39,255.7,20963.02,25,1,759.0,0.0,0.0,0.42487944275763523,2,0.0,At risk / inactive customers
498,1908.12,-319.46,297.09,15280.2,10,1,759.0,0.0,0.0,0.0,0,0.0,At risk / inactive customers
8,2088.17,-318.57,270.0,22267.8,26,1,258.0,28.01,1.0,0.3992909448115735,2,0.041666666666666664,Budget-conscious
543,1695.42,-316.85,284.68,17482.63,24,1,759.0,0.0,0.0,0.21897303089837472,0,0.0,At risk / inactive customers
620,1424.28,-316.49,366.19,17890.8,36,1,354.0,130.35,3.0,0.28425075906411856,4,0.125,Budget-conscious
383,1424.28,-313.98,255.25,42360.33,22,1,759.0,0.0,0.0,0.20779246293981066,2,0.0,At risk / inactive customers
212,1602.8,-313.36,376.62,12285.43,27,1,759.0,0.0,0.0,0.24976602964815142,2,0.0,At risk / inactive customers
39,1500.38,-313.11,256.97,42360.33,23,1,759.0,0.0,0.0,0.5287033398821218,2,0.0,At risk / inactive customers
338,1471.24,-307.47,294.85,19834.76,36,1,759.0,0.0,0.0,0.5129076620825147,3,0.0,At risk / inactive customers
323,1424.28,-306.36,169.63,42360.33,36,1,759.0,0.0,0.0,0.546467226290409,3,0.0,At risk / inactive customers
534,1424.28,-305.23,149.51,26331.11,27,1,500.0,113.63,1.0,0.0,2,0.041666666666666664,Budget-conscious
